date,close,澳洲&巴西铁矿石：发货量：19个港口（周）,铁矿：澳大利亚产：发货量合计：19个港口：澳大利亚→中国（周）,铁矿：发货量：FMG→中国（周）,铁矿：发货量：BHP→中国（周）,铁矿：发货量：力拓→中国（周）,铁矿：发货量：巴西：淡水河谷（周）,铁矿：到港量：45个港口（周）,铁矿：船舶到港量：45个港口（周）,铁矿：出口数量合计：中国（月）,铁矿：进口数量合计：中国（月）,烧结用矿粉：出口数量合计：中国（月）,烧结用矿粉：进口数量合计：中国（月）,块矿：出口数量合计：中国（月）,块矿：进口数量合计：中国（月）,已烧结的铁矿砂及其精矿：出口数量合计：中国（月）,已烧结的铁矿砂及其精矿：进口数量合计：中国（月）,铁精粉：出口数量合计：中国（月）,铁精粉：进口数量合计：中国（月）,未烧结的铁矿砂及其精矿：出口数量合计：中国（月）,未烧结的铁矿砂及其精矿：进口数量合计：中国（月）,铁矿：进口数量初值：中国（月）,铁矿：进口数量终值：中国（月）,铁矿：出口数量：巴西→中国（月）,铁矿：出口数量：澳大利亚→中国（月）,铁矿：进口数量：中国→巴西（月）,铁矿：进口数量：中国→澳大利亚（月）,186家矿山企业（363座矿山）：产能利用率（周）,186家矿山企业（363座矿山）：铁精粉：产量（周）,铁矿：采剥掘量合计：重点企业（月）,成品铁矿石：产量：重点企业（月）,铁精矿：产量：重点企业（月）,铁矿：产量：重点企业（月）,统计局：中国：工业产品：产量：原矿（月）,铁矿：进口：日均消耗量：247家钢铁企业（周）,烧结用矿粉：进口：日均消耗量：114家钢铁企业（周）,烧结用矿粉：国产：日均消耗量：114家钢铁企业（周）,铁矿：进口：日均疏港量合计：45个港口（周）,铁矿：成交量合计：中国主要港口（日）,铁矿：现货日均成交量合计：贸易商：中国主要港口（周）,块矿：入炉比：114家钢铁企业（周）,球团：入炉比：114家钢铁企业（周）,烧结矿：进口：配比：114家钢铁企业（周）,烧结矿：入炉比：114家钢铁企业（周）,烧结矿：入炉品位：114家钢铁企业（周）,铁矿：远期现货累计成交量（日）,126家矿山企业（266座矿山）：铁精粉：库存：中国（周）,烧结用矿粉：进口：库存：114家钢铁企业（周）,铁矿：进口：库存消费比：247家钢铁企业（周）,铁矿：进口：库存：247家钢铁企业（周）,烧结用矿粉：国产：库存：64家钢厂（周）,烧结用矿粉：进口：库存消费比：64家钢厂（周）,铁矿：进口：平均可用天数：64家钢厂（周）,铁矿：进口：库存：45个港口（日）,铁精粉：库存：45个港口（周）,球团：进口：库存：45个港口（周）,块矿：库存：45个港口（周）,粗粉：进口：库存：45个港口（周）,铁矿：澳大利亚产：库存：45个港口（周）,铁矿：巴西产：库存：45个港口（周）,贸易矿：进口：库存：45个港口（周）,铁矿：进口：压港量合计：45个港口（周）,铁矿：进口：堆场容积合计：45个港口（周）,中国：铁矿：修正产量（月）
"2021-09-16","670.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.6","","","","","","","128","","","","","","","","","","","","","","","","","",""
"2021-09-17","629","2688.7","1610.8","316.1","462","616.5","600.9","2209.7","146","","","","","","","","","","","","","","","","","","","","","","","","","","273.36","","","274.23","93.5","78.4","","","","","","120.5","","","37.86","10348.64","","","","12975.74","1082.77","408.51","2068.64","9415.82","6414.89","4020.83","7581.9","80","24770",""
"2021-09-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.5","","","","","","","0","","","","","","","","","","","","","","","","","",""
"2021-09-22","668.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","168","","","","","","","79","","","","","","","","","","","","","","","","","",""
"2021-09-23","667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.2","","","","","","","83","","","","","","","","","","","","","","","","","",""
"2021-09-24","684.5","2686.7","1550.6","322.5","471.3","559.1","604.7","2304","151","","","","","","","","","","","","","","","","","","","62.32","48.66","","","","","","267.27","103.12","13.45","281.8","147.8","139","9.59","17.45","84.15","72.96","55.81","195","113","3000.46","38.43","10271.6","92.57","28.68","26","12857.22","1050.58","387","2002.31","9417.33","6273.05","4062.24","7528","93","24770",""
"2021-09-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.9","","","","","","","0","","","","","","","","","","","","","","","","","",""
"2021-09-27","703","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.1","","","","","","","51","","","","","","","","","","","","","","","","","",""
"2021-09-28","678","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","","","","","","","48","","","","","","","","13122.14","","","","","","","","","",""
"2021-09-29","694","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116.9","","","","","","","73","","","","","","","","","","","","","","","","","",""
"2021-09-30","721.5","","","","","","","","","1656601.765","95610676.763","1237488.13","68324655.574","177456.288","15202830.275","137553.95","1567524.709","104103.397","10514036.47","1519047.815","94043152.054","9561.1","9561","25576802.569","63546089","","","","","9564.87","967.51","941.97","2891.58","8469.8","","","","","42.1","","","","","","","34","","","","","","","","","","","","","","","","","",""
"2021-10-01","","2744.2","1565.6","233.2","482.4","595.7","739","2427.6","163","","","","","","","","","","","","","","","","","","","","","","","","","","260.06","","","286.56","","84.2","","","","","","","","","40.01","10405.26","","","","13321.66","1047.8","377.19","2056.35","9840.32","6485.66","4287.84","7707.6","90","24770",""
"2021-10-08","762.5","2412.6","1524.3","300.6","458.7","489.6","607.1","2456.2","172","","","","","","","","","","","","","","","","","","","60.91","47.56","","","","","","264.23","99.75","13.52","274.19","159.9","159.9","9.73","17.09","83.77","73.18","55.79","100","114.05","3023.85","38.35","10132.86","87.63","29.01","24","13419.3","1024.1","384.8","2070.3","9940.1","6473.5","4382.7","7906.6","111","24770",""
"2021-10-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.5","","","","","","","77","","","","","","","","","","","","","","","","","",""
"2021-10-11","797.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","141.5","","","","","","","111","","","","","","","","","","","","","","","","","",""
"2021-10-12","769.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102.9","","","","","","","107","","","","","","","","13564.46","","","","","","","","","",""
"2021-10-13","731","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.8","","","","","","","95","","","","","","","","","","","","","","","","","",""
"2021-10-14","736","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.2","","","","","","","227.5","","","","","","","","","","","","","","","","","",""
"2021-10-15","723.5","2353.7","1392.4","293.6","478.5","469","480","2262.2","157","","","","","","","","","","","","","","","","","","","","","","","","","","265.83","","","267.42","111.7","103.4","","","","","","26","","","39.03","10375.52","","","","13898.19","1021.74","391.59","2229.68","10255.18","6711.3","4629","8188.9","116","24770",""
"2021-10-18","711","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","","","","","","","18.5","","","","","","","","","","","","","","","","","",""
"2021-10-19","707","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118","","","","","","","51","","","","","","","","14121.51","","","","","","","","","",""
"2021-10-20","710","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.6","","","","","","","95.5","","","","","","","","","","","","","","","","","",""
"2021-10-21","650.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","","","","","","","14","","","","","","","","","","","","","","","","","",""
"2021-10-22","689.5","2298.4","1462.9","330","467.9","425.8","512.3","2637","180","","","","","","","","","","","","","","","","","","","61.56","48.07","","","","","","265","97.76","13.67","276.33","70","85.7","10.27","17.45","83.68","72.27","55.76","8","109.4","3093.26","39.37","10432.77","91.67","31.65","27","14045.48","1023.37","373.4","2289.62","10359.09","6799.2","4649.8","8291","115","24770",""
"2021-10-25","688.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.5","","","","","","","72","","","","","","","","","","","","","","","","","",""
"2021-10-26","714.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122.5","","","","","","","119","","","","","","","","14244.7","","","","","","","","","",""
"2021-10-27","707","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.2","","","","","","","73","","","","","","","","","","","","","","","","","",""
"2021-10-28","683.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88","","","","","","","127","","","","","","","","","","","","","","","","","",""
"2021-10-29","637.5","2396.3","1370.7","299.4","416.8","415.5","467","2448.4","174","","","","","","","","","","","","","","","","","","","","","","","","","","261.96","","","289.39","85.1","89.9","","","","","","38","","","39.76","10415.19","","","","14491.95","1044.13","392.91","2330.12","10724.79","6930.42","4855.33","8568.5","116","24770",""
"2021-10-31","","","","","","","","","","1979022.348","91603371.307","1672958.59","64513644.409","58878.002","16405339.577","188465.2","1330865.157","58720.556","9355292.779","1790557.148","90272506.15","9160.6","9161","21560992.665","62824930","","1","","","8501.84","909.77","894.37","2693.32","8012.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-11-01","618.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.5","","","","","","","76","","","","","","","","","","","","","","","","","",""
"2021-11-02","565.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.6","","","","","","","53","","","","","","","","14649.63","","","","","","","","","",""
"2021-11-03","589.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122.2","","","","","","","81","","","","","","","","","","","","","","","","","",""
"2021-11-04","582.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.4","","","","","","","53","","","","","","","","","","","","","","","","","",""
"2021-11-05","560.5","2449.4","1561.2","304.4","461.7","586.1","504.8","2419.8","161","","","","","","","","","","","","","","","","","","","58.12","45.38","","","","","","252.72","88.78","11.96","283.79","68.7","84.1","11.02","17.31","83.39","71.67","55.7","109.8","134.52","3191.27","42.96","10856.35","90.8","36.02","28","14703.83","1108.85","402.26","2428.11","10764.61","7056.82","4977","8695.3","110","24770",""
"2021-11-08","570.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.4","","","","","","","89","","","","","","","","","","","","","","","","","",""
"2021-11-09","561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.2","","","","","","","109.8","","","","","","","","14926.3","","","","","","","","","",""
"2021-11-10","536.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.1","","","","","","","119.8","","","","","","","","","","","","","","","","","",""
"2021-11-11","570.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145.4","","","","","","","108.8","","","","","","","","","","","","","","","","","",""
"2021-11-12","546.5","2155.9","1289.5","293.2","473.4","437.6","485.9","2354.1","156","","","","","","","","","","","","","","","","","","","","","","","","","","251.65","","","271.85","67.9","88.4","","","","","","42","","","42.59","10716.8","","","","15005.7","1116.71","384.86","2355.67","11148.46","7118.55","5188","8787.5","100","24770",""
"2021-11-15","539","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.4","","","","","","","59","","","","","","","","","","","","","","","","","",""
"2021-11-16","540.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.3","","","","","","","106","","","","","","","","15097.5","","","","","","","","","",""
"2021-11-17","538.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","","","","","","","55","","","","","","","","","","","","","","","","","",""
"2021-11-18","511.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.5","","","","","","","34","","","","","","","","","","","","","","","","","",""
"2021-11-19","536","2578.3","1529.6","392.9","400.7","612.2","646.2","2462.2","163","","","","","","","","","","","","","","","","","","","57.37","44.8","","","","","","251.05","90.19","10.16","289.75","117.5","92.3","11.1","16.22","87.28","72.68","55.66","8","176.75","3297.25","42.5","10669.28","83.92","34.06","27","15106.19","1085.84","377.07","2339.21","11304.07","7079.56","5312.42","8892","93","24770",""
"2021-11-22","558","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113","","","","","","","72","","","","","","","","","","","","","","","","","",""
"2021-11-23","587","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115.5","","","","","","","19","","","","","","","","15255.16","","","","","","","","","",""
"2021-11-24","616.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139","","","","","","","109","","","","","","","","","","","","","","","","","",""
"2021-11-25","611.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.2","","","","","","","16","","","","","","","","","","","","","","","","","",""
"2021-11-26","575.5","2529.5","1417.8","261.5","424.9","518.4","648.3","1957.9","138","","","","","","","","","","","","","","","","","","","","","","","","","","251.58","","","281.41","77","99.9","","","","","","56.5","","","42.15","10604.68","","","","15251.47","1092.89","378.91","2321.2","11458.47","7077.95","5526","9113.3","95","24770",""
"2021-11-29","614.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148.5","","","","","","","52.5","","","","","","","","","","","","","","","","","",""
"2021-11-30","609.5","","","","","","","","","1923302.372","104954745.045","1673020.208","76921354.427","119298.8","14604794.296","80430.364","1351495.046","50553","12077101.276","1842872.008","103603249.999","10495.5","10495","20184200.625","58026756","","24","","","8631.84","941.76","920.87","2736.55","7839.6","","","","","94.5","","","","","","","61.5","","","","","","","","15424.17","","","","","","","","","",""
"2021-12-01","624","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112.5","","","","","","","90.5","","","","","","","","","","","","","","","","","",""
"2021-12-02","609","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","","","","","","","57","","","","","","","","","","","","","","","","","",""
"2021-12-03","612.5","2790.3","1591.9","344.2","452.5","540.3","593.8","2285","151","","","","","","","","","","","","","","","","","","","57.89","45.2","","","","","","249.85","94.03","10.42","276.09","144.6","117.8","11.21","16.05","87.47","72.74","55.66","91","202.4","3177.67","41.61","10396.64","85.08","30.77","30","15456.93","1068.01","380.91","2374.12","11633.89","7163.4","5561.5","9179","100","24770",""
"2021-12-06","615.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","","","","","","","57","","","","","","","","","","","","","","","","","",""
"2021-12-07","659.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121.5","","","","","","","8","","","","","","","","15499.57","","","","","","","","","",""
"2021-12-08","658.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","","","","","","","8.5","","","","","","","","","","","","","","","","","",""
"2021-12-09","642.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101","","","","","","","32","","","","","","","","","","","","","","","","","",""
"2021-12-10","639.5","2252.8","1408.3","353.2","456.7","423.6","436.5","2164.2","142","","","","","","","","","","","","","","","","","","","","","","","","","","246.34","","","279.72","116","98.1","","","","","","26","","","41.87","10314.5","","","","15484.91","1071.49","373.47","2368.41","11671.54","7199.42","5571.25","9225.3","90","24770",""
"2021-12-13","668.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132.5","","","","","","","59","","","","","","","","","","","","","","","","","",""
"2021-12-14","650.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.5","","","","","","","68","","","","","","","","15532.09","","","","","","","","","",""
"2021-12-15","649","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119","","","","","","","70","","","","","","","","","","","","","","","","","",""
"2021-12-16","673","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138.3","","","","","","","131","","","","","","","","","","","","","","","","","",""
"2021-12-17","676.5","2577.3","1664.9","286.1","506.8","633","496.4","2230.7","153","","","","","","","","","","","","","","","","","","","55.74","43.52","","","","","","247.9","87.46","9.03","286.13","109.3","119.9","11.4","15.73","88.12","72.87","55.66","64","213.87","3142.7","42.66","10574.83","76.92","31.43","28","15696.3","1142.27","407.3","2339.51","11807.22","7295.6","5601.7","9302.5","96","24770",""
"2021-12-20","673.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","44","","","","","","","","","","","","","","","","","",""
"2021-12-21","702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","141.7","","","","","","","34","","","","","","","","15443.5","","","","","","","","","",""
"2021-12-22","693.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.5","","","","","","","67","","","","","","","","","","","","","","","","","",""
"2021-12-23","692.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124.9","","","","","","","164","","","","","","","","","","","","","","","","","",""
"2021-12-24","713.5","2754.4","1537.7","318.9","496.8","532.8","618.3","2097.4","142","","","","","","","","","","","","","","","","","","","","","","","","","","247.62","","","298.22","91.5","109.5","","","","","","26","","","43.66","10810.29","","","","15512.6","1121.61","417.01","2329.29","11644.69","7124.4","5547.43","9185.5","98","24770",""
"2021-12-27","683","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76","","","","","","","51","","","","","","","","","","","","","","","","","",""
"2021-12-28","673.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.5","","","","","","","60","","","","","","","","15522.3","","","","","","","","","",""
"2021-12-29","663","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127","","","","","","","107.5","","","","","","","","","","","","","","","","","",""
"2021-12-30","669.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","137.5","","","","","","","48","","","","","","","","","","","","","","","","","",""
"2021-12-31","680","2795.9","1765.2","321.6","590.5","571.9","502.3","2497.2","162","1490489.442","86074276.213","1178080.913","62150838.39","203958.133","12629714.002","84056.835","1506272.736","24393.561","9787451.085","1406432.607","84568003.477","8607.4","8607","22970288.589","65231918","","","57.93","45.24","8086.39","884.6","847.01","2571.95","7851.2","252.94","91.93","9.65","294.06","83.8","104.6","11.49","15.76","87.76","72.75","55.71","145","225.27","3367.02","43.42","10981.71","77.6","33.95","30","15625.65","1151.42","412.28","2279.3","11782.65","7169.87","5589.18","9243.3","98","24770",""
"2022-01-04","689","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132.5","","","","","","","175","","","","","","","","","","","","","","","","","",""
"2022-01-05","694","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127","","","","","","","156","","","","","","","","","","","","","","","","","",""
"2022-01-06","717","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","158","","","","","","","149","","","","","","","","","","","","","","","","","",""
"2022-01-07","719","2235.4","1400.6","284.7","460.3","467.3","420.1","2562.5","171","","","","","","","","","","","","","","","","","","","","","","","","","","259.55","","","317.649","81","124.6","","","","","","47","","","42.62","11060.99","","","","15605.1","1087.4","419.14","2244.02","11854.54","7227.58","5544.52","9185.8","97","24770",""
"2022-01-10","699.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.8","","","","","","","27","","","","","","","","","","","","","","","","","",""
"2022-01-11","723.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109","","","","","","","126.5","","","","","","","","15691.5","","","","","","","","","",""
"2022-01-12","737.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142","","","","","","","190","","","","","","","","","","","","","","","","","",""
"2022-01-13","726","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.5","","","","","","","64","","","","","","","","","","","","","","","","","",""
"2022-01-14","722","2348.3","1495.8","343","519.2","461.4","476.8","2506.8","165","","","","","","","","","","","","","","","","","","","61.09","47.7","","","","","","266.4","100.27","12.41","312.17","115.5","109","11.4","16.03","86.64","72.57","55.71","116","244.7","3590.76","43.15","11495.13","85.81","32.16","30","15697.19","1103.9","440.56","2206.84","11945.89","7383.82","5527.2","9302","100","24770",""
"2022-01-17","705","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110.1","","","","","","","60","","","","","","","","","","","","","","","","","",""
"2022-01-18","715","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138.6","","","","","","","111","","","","","","","","15503.35","","","","","","","","","",""
"2022-01-19","735","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111","","","","","","","130","","","","","","","","","","","","","","","","","",""
"2022-01-20","742","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.5","","","","","","","130","","","","","","","","","","","","","","","","","",""
"2022-01-21","755.5","2163.8","1441.1","281.2","524.6","459.6","370.6","2204.3","150","","","","","","","","","","","","","","","","","","","","","","","","","","271.87","","","328.119","90","109","","","","","","28","","","43.07","11710.55","","","","15435.81","1071.51","419.04","2147.37","11797.89","7220.51","5450.58","9012.48","100","24770",""
"2022-01-24","740","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.7","","","","","","","26","","","","","","","","","","","","","","","","","",""
"2022-01-25","766.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.5","","","","","","","43","","","","","","","","15312.15","","","","","","","","","",""
"2022-01-26","776","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.1","","","","","","","125","","","","","","","","","","","","","","","","","",""
"2022-01-27","769","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.3","","","","","","","44","","","","","","","","","","","","","","","","","",""
"2022-01-28","829","2150.7","1334.5","288.2","361.2","447.4","435.5","2408.8","154","","","","","","","","","","","","","","","","","","","60.97","47.6","","","","","","271.94","98.14","12.88","324.59","46","75.1","11.39","16.72","86.02","71.89","55.72","0","255.53","3792.52","43.24","11757.57","117.48","36.57","34","15309.93","1050.19","410.16","2053.36","11796.22","7052.25","5346.84","8892.69","111","24770",""
"2022-01-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0","","","","","","","","","","","","","","","","","",""
"2022-01-31","","","","","","","","","","3038291.318","99782297.795","2651485.809","70624053.837","85409","17145827.549","156756.109","1499459.251","144640.4","10512957.158","2881535.209","98282838.544","","9978","15775374.983","59391701","","","","","9018.22","1044.2","1022.14","3050.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022-02-04","","2117.6","1294.6","277.5","411.6","401.3","385.1","2183.7","152","","","","","","","","","","","","","","","","","","","","","","","","","","","","","247.38","","","","","","","","","","","","","","","","15726.3","1061.9","433.51","2132","12098.89","7349.32","5414.06","9085.2","115","24770",""
"2022-02-07","817","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.2","","","","","","","0","","","","","","","","","","","","","","","","","",""
"2022-02-08","821","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.1","","","","","","","25","","","","","","","","15726.3","","","","","","","","","",""
"2022-02-09","781","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.5","","","","","","","25","","","","","","","","","","","","","","","","","",""
"2022-02-10","821.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110.5","","","","","","","117.5","","","","","","","","","","","","","","","","","",""
"2022-02-11","805","2021.7","1172.1","300","426.8","320.9","420.9","2173.7","153","","","","","","","","","","","","","","","","","","","57.56","44.94","","","","","","253.33","77.38","11.34","247.882","83.7","77.6","11.14","16.65","84.31","72.21","55.74","33.5","281.09","3431.83","43.56","11034.13","123.57","48.6","39","15889.94","1082.51","430.08","2125.55","12251.8","7480.52","5391.91","9165.2","120","24770",""
"2022-02-14","776.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.3","","","","","","","15","","","","","","","","","","","","","","","","","",""
"2022-02-15","699","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","","","","","","","34","","","","","","","","15939.2","","","","","","","","","",""
"2022-02-16","720","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135","","","","","","","44","","","","","","","","","","","","","","","","","",""
"2022-02-17","684.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","","","","","","","26","","","","","","","","","","","","","","","","","",""
"2022-02-18","685","2117.8","1418","370.9","452.9","431.4","303.2","2072.3","146","","","","","","","","","","","","","","","","","","","","","","","","","","248.36","88.11","13.26","255.361","90.5","92.2","11.04","16.64","83.97","72.32","55.72","18","","3427.74","44.55","11064.32","120.16","39.36","35","16034.05","1126.62","467.27","2072.03","12368.13","7675.29","5347.24","9273.57","91","24770",""
"2022-02-21","707","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","","","","","","","59","","","","","","","","","","","","","","","","","",""
"2022-02-22","684.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","","","","","","","42","","","","","","","","16043.68","","","","","","","","","",""
"2022-02-23","700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.5","","","","","","","17","","","","","","","","","","","","","","","","","",""
"2022-02-24","703","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.8","","","","","","","68","","","","","","","","","","","","","","","","","",""
"2022-02-25","680.5","2301.2","1453.3","364","396.7","447.8","420.3","1845.2","133","","","","","","","","","","","","","","","","","","","58.7","45.83","","","","","","258.08","95.47","14.28","293.7854","83","76.7","11.15","16.01","84.69","72.84","55.72","22","252.28","3317.49","43.08","11118.58","115.85","33.16","30","15886.57","1143.55","473.15","2048.33","12221.54","7583.09","5335.1","9232.3","73","24770",""
"2022-02-28","705.5","","","","","","","","","1421626.098","81300758.087","1030084.117","57964726.092","314225.535","11898807.207","11990.446","2107053.562","65326","9330171.226","1409635.652","79193704.525","","8130","12980993.112","50229747","","26","","","7497.88","969.26","950.52","2775.86","","","","","","105","","","","","","","29","","","","","","","","","","","","","","","","","",""
"2022-03-01","737.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","","","","","","","41","","","","","","","","15767.57","","","","","","","","","",""
"2022-03-02","755","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.8","","","","","","","39","","","","","","","","","","","","","","","","","",""
"2022-03-03","797.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","","","","","","","85.3","","","","","","","","","","","","","","","","","",""
"2022-03-04","812.5","2244.5","1263.5","283.1","402.7","357.1","502.7","2142.1","155","","","","","","","","","","","","","","","","","","","","","","","","","","273.29","102.53","15.1","297.8486","62","87.6","10.95","15.97","84.78","73.08","55.66","33","","3362.3","40.38","11034.36","111.7","30.73","29","15854.52","1108.4","476.8","2033.96","12235.36","7674.15","5342.48","9147.9","65","24770",""
"2022-03-07","870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116.1","","","","","","","51","","","","","","","","","","","","","","","","","",""
"2022-03-08","844.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.5","","","","","","","159.5","","","","","","","","15742.75","","","","","","","","","",""
"2022-03-09","812.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","","","","","","","56.8","","","","","","","","","","","","","","","","","",""
"2022-03-10","807.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111","","","","","","","100","","","","","","","","","","","","","","","","","",""
