date,close,唐山55家调坯轧钢铁企业：螺纹钢：产能利用率（周）,唐山55家调坯轧钢铁企业：螺纹钢：产量（周）,唐山55家调坯轧钢铁企业：螺纹钢生产：需求量：钢坯（周）,唐山55家调坯轧钢铁企业：螺纹钢生产：日均需求量：钢坯（周）,螺纹钢：建筑钢材钢铁企业：产能估算覆盖率：中国（周）,螺纹钢：建筑钢材钢铁企业：产能利用率：中国（周）,螺纹钢：建筑钢材钢铁企业：产能：中国（周）,螺纹钢：建筑钢材钢铁企业：开工率：中国（周）,螺纹钢：建筑钢材钢铁企业：实际产量：中国（周）,螺纹钢：建筑钢材钢铁企业：实际开工条数：中国（周）,螺纹钢：建筑钢材钢铁企业：覆盖产能：中国（周）,螺纹钢：建筑钢材钢铁企业：产线条数：中国（周）,建筑用钢：终端市场：采购量：上海（周）,螺纹钢：消费量：中国（周）,钢筋：表观消费量：中国（月）,螺纹钢：库存：中国（周）,螺纹钢：建筑钢材钢铁企业：厂内库存：中国（周）,螺纹钢：132城市429仓库：社会库存：中国（周）,螺纹钢：社会库存：中国（旬）
"2018-07-31","4171","","","","","","","","","","","","","","","1740.82","","","",""
"2018-08-01","4139","","","","","","","","","","","","","","","","","","",""
"2018-08-02","4136","","","","","","","","","","","","","","","","","","",""
"2018-08-03","4187","","","","","64.56","71.61","456.17","76.07","326.65","232","23786","305","30424","327.75","","618.01","165.35","",""
"2018-08-06","4224","","","","","","","","","","","","","","","","","","",""
"2018-08-07","4237","","","","","","","","","","","","","","","","","","",""
"2018-08-08","4236","","","","","","","","","","","","","","","","","","",""
"2018-08-09","4227","","","","","","","","","","","","","","","","","","",""
"2018-08-10","4200","","","","","64.56","70.74","456.17","76.07","322.69","232","23786","305","25105","328.07","","612.63","170.63","",""
"2018-08-13","4345","","","","","","","","","","","","","","","","","","",""
"2018-08-14","4327","","","","","","","","","","","","","","","","","","",""
"2018-08-15","4345","","","","","","","","","","","","","","","","","","",""
"2018-08-16","4163","","","","","","","","","","","","","","","","","","",""
"2018-08-17","4301","","","","","64.56","71.36","456.17","76.07","325.51","232","23786","305","20572","332.38","","605.76","163.5","",""
"2018-08-20","4396","","","","","","","","","","","","","","","","","","",""
"2018-08-21","4337","","","","","","","","","","","","","","","","","","",""
"2018-08-22","4334","","","","","","","","","","","","","","","","","","",""
"2018-08-23","4280","","","","","","","","","","","","","","","","","","",""
"2018-08-24","4334","","","","","64.56","71.51","456.17","76.39","326.19","233","23786","305","23563","331.3","","600.65","163.27","",""
"2018-08-27","4204","","","","","","","","","","","","","","","","","","",""
"2018-08-28","4232","","","","","","","","","","","","","","","","","","",""
"2018-08-29","4160","","","","","","","","","","","","","","","","","","",""
"2018-08-30","4118","","","","","","","","","","","","","","","","","","",""
"2018-08-31","4086","","","","","64.56","72.35","456.17","76.07","330.03","232","23786","305","18944","311.49","1804.39","619.19","181.11","",""
"2018-09-03","4087","","","","","","","","","","","","","","","","","","",""
"2018-09-04","4115","","","","","","","","","","","","","","","","","","",""
"2018-09-05","4093","","","","","","","","","","","","","","","","","","",""
"2018-09-06","4148","","","","","","","","","","","","","","","","","","",""
"2018-09-07","4186","","","","","64.56","70.39","456.17","74.43","321.08","227","23786","305","37316","327.17","","613.1","180.66","",""
"2018-09-10","4284","","","","","","","","","","","","","","","","","","",""
"2018-09-11","4071","","","","","","","","","","","","","","","","","","",""
"2018-09-12","4050","","","","","","","","","","","","","","","","","","",""
"2018-09-13","4071","","","","","","","","","","","","","","","","","","",""
"2018-09-14","4090","","","","","64.56","69.66","456.17","73.44","317.77","224","23786","305","35584","322.65","","608.22","174.93","",""
"2018-09-17","4100","","","","","","","","","","","","","","","","","","",""
"2018-09-18","4166","","","","","","","","","","","","","","","","","","",""
"2018-09-19","4144","","","","","","","","","","","","","","","","","","",""
"2018-09-20","4124","","","","","","","","","","","","","","","","","","",""
"2018-09-21","4149","","","","","64.56","70.05","456.17","72.79","319.56","222","23786","305","25637","334.5","","593.28","176.21","",""
"2018-09-25","4060","","","","","","","","","","","","","","","","","","",""
"2018-09-26","4064","","","","","","","","","","","","","","","","","","",""
"2018-09-27","4008","","","","","","","","","","","","","","","","","","",""
"2018-09-28","3944","","","","","64.56","72.46","456.17","75.08","330.52","229","23786","305","37831.91","315.7","","608.1","189.32","",""
"2018-09-30","","","","","","","","","","","","","","","","1826.18","","","",""
"2018-10-05","","","","","","64.56","74.32","456.17","75.08","339.03","229","23786","305","","279.64","","667.49","212.72","",""
"2018-10-08","3971","","","","","","","","","","","","","","","","","","",""
"2018-10-09","4039","","","","","","","","","","","","","","","","","","",""
"2018-10-10","4055","","","","","","","","","","","","","","","","","","",""
"2018-10-11","4056","","","","","","","","","","","","","","","","","","",""
"2018-10-12","4106","","","","","64.56","73.84","456.17","74.75","336.81","228","23786","305","38998.2","368.14","","636.16","196.64","",""
"2018-10-15","4150","","","","","","","","","","","","","","","","","","",""
"2018-10-16","4117","","","","","","","","","","","","","","","","","","",""
"2018-10-17","4197","","","","","","","","","","","","","","","","","","",""
"2018-10-18","4108","","","","","","","","","","","","","","","","","","",""
"2018-10-19","4055","","","","","64.56","74.96","456.17","75.41","341.96","230","23786","305","40217","388.41","","589.71","178.13","",""
"2018-10-22","4154","","","","","","","","","","","","","","","","","","",""
"2018-10-23","4142","","","","","","","","","","","","","","","","","","",""
"2018-10-24","4190","","","","","","","","","","","","","","","","","","",""
"2018-10-25","4192","","","","","","","","","","","","","","","","","","",""
"2018-10-26","4228","","","","","64.56","76.41","456.17","76.07","348.54","232","23786","305","38762","388.43","","549.82","172.14","",""
"2018-10-29","4150","","","","","","","","","","","","","","","","","","",""
"2018-10-30","4172","","","","","","","","","","","","","","","","","","",""
"2018-10-31","4127","","","","","","","","","","","","","","","1910.34","","","",""
"2018-11-01","4057","","","","","","","","","","","","","","","","","","",""
"2018-11-02","4064","","","","","64.56","76.83","456.17","75.41","350.48","230","23786","305","33201","373.59","","526.71","170.79","",""
"2018-11-05","4072","","","","","","","","","","","","","","","","","","",""
"2018-11-06","3962","","","","","","","","","","","","","","","","","","",""
"2018-11-07","3930","","","","","","","","","","","","","","","","","","",""
"2018-11-08","3986","","","","","","","","","","","","","","","","","","",""
"2018-11-09","3933","","","","","64.56","74.81","456.17","74.1","341.28","226","23786","305","24374","355.32","","512.67","176.23","",""
"2018-11-12","3848","","","","","","","","","","","","","","","","","","",""
"2018-11-13","3868","","","","","","","","","","","","","","","","","","",""
"2018-11-14","3937","","","","","","","","","","","","","","","","","","",""
"2018-11-15","3889","","","","","","","","","","","","","","","","","","",""
"2018-11-16","3884","","","","","64.56","75.62","456.17","75.08","344.96","229","23786","305","31630","353.52","","504.11","186.66","",""
"2018-11-19","3838","","","","","","","","","","","","","","","","","","",""
"2018-11-20","3742","","","","","","","","","","","","","","","","","","",""
"2018-11-21","3724","","","","","","","","","","","","","","","","","","",""
"2018-11-22","3729","","","","","","","","","","","","","","","","","","",""
"2018-11-23","3623","","","","","64.56","74.66","456.17","75.08","340.57","229","23786","305","22176","344.11","","500.57","193.72","",""
"2018-11-26","3553","","","","","","","","","","","","","","","","","","",""
"2018-11-27","3579","","","","","","","","","","","","","","","","","","",""
"2018-11-28","3644","","","","","","","","","","","","","","","","","","",""
"2018-11-29","3605","","","","","","","","","","","","","","","","","","",""
"2018-11-30","3587","","","","","64.56","74.36","456.17","73.77","339.21","225","23786","305","18422","336.31","1855.78","503.47","208.39","",""
"2018-12-03","3333","","","","","","","","","","","","","","","","","","",""
"2018-12-04","3374","","","","","","","","","","","","","","","","","","",""
"2018-12-05","3463","","","","","","","","","","","","","","","","","","",""
"2018-12-06","3375","","","","","","","","","","","","","","","","","","",""
"2018-12-07","3397","","","","","64.56","74.12","456.17","74.75","338.13","228","23786","305","27308","370.6","","471","182.1","",""
"2018-12-10","3312","","","","","","","","","","","","","","","","","","",""
"2018-12-11","3327","","","","","","","","","","","","","","","","","","",""
"2018-12-12","3317","","","","","","","","","","","","","","","","","","",""
"2018-12-13","3419","","","","","","","","","","","","","","","","","","",""
"2018-12-14","3445","","","","","64.56","72.91","456.17","71.15","332.59","217","23786","305","25542","312.78","","490.81","193.94","",""
"2018-12-17","3435","","","","","","","","","","","","","","","","","","",""
"2018-12-18","3435","","","","","","","","","","","","","","","","","","",""
"2018-12-19","3425","","","","","","","","","","","","","","","","","","",""
"2018-12-20","3481","","","","","","","","","","","","","","","","","","",""
"2018-12-21","3508","","","","","64.56","72.33","456.17","72.13","329.94","220","23786","305","20760","336.99","","483.76","183.3","",""
"2018-12-24","3451","","","","","","","","","","","","","","","","","","",""
"2018-12-25","3398","","","","","","","","","","","","","","","","","","",""
"2018-12-26","3409","","","","","","","","","","","","","","","","","","",""
"2018-12-27","3396","","","","","","","","","","","","","","","","","","",""
"2018-12-28","3404","","","","","64.56","72.98","456.17","71.48","332.93","218","23786","305","18600","312.14","","504.55","189.64","",""
"2018-12-31","","","","","","","","","","","","","","","","1905.5","","","",""
"2019-01-02","3382","","","","","","","","","","","","","","","","","","",""
"2019-01-03","3455","","","","","","","","","","","","","","","","","","",""
"2019-01-04","3486","","","","","64.56","71.56","456.17","70.82","326.43","216","23786","305","24987","300.01","","530.97","195.83","",""
"2019-01-07","3520","","","","","","","","","","","","","","","","","","",""
"2019-01-08","3505","","","","","","","","","","","","","","","","","","",""
"2019-01-09","3507","","","","","","","","","","","","","","","","","","",""
"2019-01-10","3514","","","","","","","","","","","","","","","","","","",""
"2019-01-11","3539","","","","","64.56","72.33","456.17","72.13","329.94","220","23786","305","29425","311.58","","549.33","182.87","",""
"2019-01-14","3575","","","","","","","","","","","","","","","","","","",""
"2019-01-15","3519","","","","","","","","","","","","","","","","","","",""
"2019-01-16","3534","","","","","","","","","","","","","","","","","","",""
"2019-01-17","3551","","","","","","","","","","","","","","","","","","",""
"2019-01-18","3633","","","","","64.56","70.4","456.17","69.51","321.13","212","23786","305","32395","289.06","","581.4","184.9","",""
"2019-01-21","3645","","","","","","","","","","","","","","","","","","",""
"2019-01-22","3633","","","","","","","","","","","","","","","","","","",""
"2019-01-23","3644","","","","","","","","","","","","","","","","","","",""
"2019-01-24","3680","","","","","","","","","","","","","","","","","","",""
"2019-01-25","3710","","","","","64.56","66.76","456.17","63.28","304.54","193","23786","305","16480","268.94","","617","173.15","",""
"2019-01-28","3681","","","","","","","","","","","","","","","","","","",""
"2019-01-29","3675","","","","","","","","","","","","","","","","","","",""
"2019-01-30","3677","","","","","","","","","","","","","","","","","","",""
"2019-01-31","3707","","","","","","","","","","","","","","","","","","",""
"2019-02-01","3754","","","","","64.56","65.3","456.17","59.02","297.86","180","23786","305","15338","218.22","","696.64","174.47","",""
"2019-02-08","","","","","","64.56","64.27","456.17","56.72","293.18","173","23786","305","","-58.75","","1048.57","323.98","",""
"2019-02-11","3825","","","","","","","","","","","","","","","","","","",""
"2019-02-12","3785","","","","","","","","","","","","","","","","","","",""
"2019-02-13","3702","","","","","","","","","","","","","","","","","","",""
"2019-02-14","3684","","","","","","","","","","","","","","","","","","",""
"2019-02-15","3599","","","","","64.56","64.04","456.17","57.7","292.12","176","23786","305","1860","173.48","","1167.21","339.52","",""
"2019-02-18","3659","","","","","","","","","","","","","","","","","","",""
"2019-02-19","3655","","","","","","","","","","","","","","","","","","",""
"2019-02-20","3641","","","","","","","","","","","","","","","","","","",""
"2019-02-21","3677","","","","","","","","","","","","","","","","","","",""
"2019-02-22","3731","","","","","64.56","67.74","456.17","61.64","308.99","188","23786","305","13200","172.82","","1303.38","349.28","",""
"2019-02-25","3682","","","","","","","","","","","","","","","","","","",""
"2019-02-26","3736","","","","","","","","","","","","","","","","","","",""
"2019-02-27","3715","","","","","","","","","","","","","","","","","","",""
"2019-02-28","3750","","","","","","","","","","","","","","","","","","",""
"2019-03-01","3815","","","","","64.56","71.17","456.17","68.2","324.65","208","23786","305","32492","268.78","","1359.25","340.59","",""
"2019-03-04","3811","","","","","","","","","","","","","","","","","","",""
"2019-03-05","3793","","","","","","","","","","","","","","","","","","",""
"2019-03-06","3737","","","","","","","","","","","","","","","","","","",""
"2019-03-07","3821","","","","","","","","","","","","","","","","","","",""
"2019-03-08","3772","","","","","64.56","70.82","456.17","67.54","323.05","206","23786","305","38463","355.66","","1326.64","315.43","",""
"2019-03-11","3723","","","","","","","","","","","","","","","","","","",""
"2019-03-12","3815","","","","","","","","","","","","","","","","","","",""
"2019-03-13","3790","","","","","","","","","","","","","","","","","","",""
"2019-03-14","3795","","","","","","","","","","","","","","","","","","",""
"2019-03-15","3763","","","","","64.56","71.27","456.17","68.52","325.12","209","23786","305","40700","403.22","","1248.54","275.4","",""
"2019-03-18","3781","","","","","","","","","","","","","","","","","","",""
"2019-03-19","3788","","","","","","","","","","","","","","","","","","",""
"2019-03-20","3777","","","","","","","","","","","","","","","","","","",""
"2019-03-21","3772","","","","","","","","","","","","","","","","","","",""
"2019-03-22","3768","","","","","64.56","72.49","456.17","70.16","330.69","214","23786","305","35800","406.95","","1172.28","255.34","",""
"2019-03-25","3692","","","","","","","","","","","","","","","","","","",""
"2019-03-26","3705","","","","","","","","","","","","","","","","","","",""
"2019-03-27","3711","","","","","","","","","","","","","","","","","","",""
"2019-03-28","3690","","","","","","","","","","","","","","","","","","",""
"2019-03-29","3758","","","","","64.56","74.34","456.17","71.15","339.1","217","23786","305","39600","392.55","","1118.83","246.55","",""
"2019-03-31","","","","","","","","","","","","","","","","1907.29","","","",""
"2019-04-01","3806","","","","","","","","","","","","","","","","","","",""
"2019-04-02","3838","","","","","","","","","","","","","","","","","","",""
"2019-04-03","3587","","","","","","","","","","","","","","","","","","",""
"2019-04-04","3594","","","","","","","","","","","","","","","","","","",""
"2019-04-05","","","","","","64.56","75.59","456.17","72.46","344.82","221","23786","305","35750","417.51","","1046.14","227.94","",""
"2019-04-08","3730","","","","","","","","","","","","","","","","","","",""
"2019-04-09","3757","","","","","","","","","","","","","","","","","","",""
"2019-04-10","3774","","","","","","","","","","","","","","","","","","",""
"2019-04-11","3808","","","","","","","","","","","","","","","","","","",""
"2019-04-12","3794","","","","","64.56","76.72","456.17","74.43","349.99","227","23786","305","43670","422.11","","974.02","206.86","",""
"2019-04-15","3829","","","","","","","","","","","","","","","","","","",""
"2019-04-16","3780","","","","","","","","","","","","","","","","","","",""
"2019-04-17","3795","","","","","","","","","","","","","","","","","","",""
"2019-04-18","3710","","","","","","","","","","","","","","","","","","",""
"2019-04-19","3738","","","","","64.56","77.91","456.17","75.41","355.38","230","23786","305","39260","416.16","","913.24","204.15","",""
"2019-04-22","3773","","","","","","","","","","","","","","","","","","",""
"2019-04-23","3757","","","","","","","","","","","","","","","","","","",""
"2019-04-24","3730","","","","","","","","","","","","","","","","","","",""
"2019-04-25","3712","","","","","","","","","","","","","","","","","","",""
"2019-04-26","3739","","","","","64.56","78.91","456.17","75.74","359.97","231","23786","305","33600","401.62","","871.59","198.32","",""
"2019-04-29","3777","","","","","","","","","","","","","","","","","","",""
"2019-04-30","3828","","","","","","","","","","","","","","","2047.61","","","",""
"2019-05-03","","","","","","64.56","80.71","456.17","76.72","368.16","234","23786","305","14750","374.65","","865.1","214.68","",""
"2019-05-06","3756","","","","","","","","","","","","","","","","","","",""
"2019-05-07","3767","","","","","","","","","","","","","","","","","","",""
"2019-05-08","3731","","","","","","","","","","","","","","","","","","",""
"2019-05-09","3737","","","","","","","","","","","","","","","","","","",""
"2019-05-10","3746","","","","","64.56","82.36","456.17","77.38","375.72","236","23786","305","41500","394.51","","846.31","213.59","",""
"2019-05-13","3691","","","","","","","","","","","","","","","","","","",""
"2019-05-14","3663","","","","","","","","","","","","","","","","","","",""
"2019-05-15","3704","","","","","","","","","","","","","","","","","","",""
"2019-05-16","3742","","","","","","","","","","","","","","","","","","",""
"2019-05-17","3771","","","","","64.56","82.94","456.17","78.36","378.36","239","23786","305","34650","412.14","","812.53","214.84","",""
"2019-05-20","3780","","","","","","","","","","","","","","","","","","",""
"2019-05-21","3919","","","","","","","","","","","","","","","","","","",""
"2019-05-22","3910","","","","","","","","","","","","","","","","","","",""
"2019-05-23","3881","","","","","","","","","","","","","","","","","","",""
"2019-05-24","3889","","","","","64.56","83.64","456.17","78.03","381.52","238","23786","305","31900","419.78","","774.27","204.44","",""
"2019-05-27","3842","","","","","","","","","","","","","","","","","","",""
"2019-05-28","3845","","","","","","","","","","","","","","","","","","",""
"2019-05-29","3825","","","","","","","","","","","","","","","","","","",""
"2019-05-30","3777","","","","","","","","","","","","","","","","","","",""
"2019-05-31","3750","","","","","64.56","83.56","456.17","77.38","381.19","236","23786","305","15600","391.81","2176.8","763.65","211.18","",""
"2019-06-03","3707","","","","","","","","","","","","","","","","","","",""
"2019-06-04","3745","","","","","","","","","","","","","","","","","","",""
"2019-06-05","3747","","","","","","","","","","","","","","","","","","",""
"2019-06-06","3737","","","","","","","","","","","","","","","","","","",""
"2019-06-07","","","","","","64.56","82.89","456.17","79.02","378.12","241","23786","305","22350","388.86","","752.91","213.9","",""
"2019-06-10","3717","","","","","","","","","","","","","","","","","","",""
"2019-06-11","3833","","","","","","","","","","","","","","","","","","",""
"2019-06-12","3776","","","","","","","","","","","","","","","","","","",""
"2019-06-13","3792","","","","","","","","","","","","","","","","","","",""
"2019-06-14","3755","","","","","64.56","83.79","456.17","79.02","382.21","241","23786","305","23100","359.12","","776","224.76","",""
"2019-06-17","3704","","","","","","","","","","","","","","","","","","",""
"2019-06-18","3732","","","","","","","","","","","","","","","","","","",""
"2019-06-19","3770","","","","","","","","","","","","","","","","","","",""
"2019-06-20","3825","","","","","","","","","","","","","","","","","","",""
"2019-06-21","3859","","","","","64.56","82.5","456.17","79.02","376.32","241","23786","305","22500","366.41","","785.91","229.26","",""
"2019-06-24","3904","","","","","","","","","","","","","","","","","","",""
"2019-06-25","3994","","","","","","","","","","","","","","","","","","",""
"2019-06-26","3998","","","","","","","","","","","","","","","","","","",""
"2019-06-27","4001","","","","","","","","","","","","","","","","","","",""
"2019-06-28","4065","","","","","64.56","81.8","456.17","78.69","373.17","240","23786","305","23500","373.04","","786.04","219.73","",""
"2019-06-30","","","","","","","","","","","","","","","","2265.97","","","",""
"2019-07-01","4107","","","","","","","","","","","","","","","","","","",""
"2019-07-02","4053","","","","","","","","","","","","","","","","","","",""
"2019-07-03","4030","","","","","","","","","","","","","","","","","","",""
"2019-07-04","4024","","","","","","","","","","","","","","","","","","",""
"2019-07-05","3984","","","","","64.56","82.79","456.17","79.02","377.66","241","23786","305","22800","371.48","","792.22","217.5","",""
"2019-07-08","3992","","","","","","","","","","","","","","","","","","",""
"2019-07-09","4042","","","","","","","","","","","","","","","","","","",""
"2019-07-10","4021","","","","","","","","","","","","","","","","","","",""
"2019-07-11","4017","","","","","","","","","","","","","","","","","","",""
"2019-07-12","3965","","","","","64.56","82.32","456.17","77.38","375.52","236","23786","305","25600","361.78","","805.96","227.3","",""
"2019-07-15","4030","","","","","","","","","","","","","","","","","","",""
"2019-07-16","4037","","","","","","","","","","","","","","","","","","",""
"2019-07-17","4052","","","","","","","","","","","","","","","","","","",""
"2019-07-18","3968","","","","","","","","","","","","","","","","","","",""
"2019-07-19","4001","","","","","64.56","83.21","456.17","79.67","379.59","243","23786","305","25500","352.26","","833.29","237.07","",""
"2019-07-22","3948","","","","","","","","","","","","","","","","","","",""
"2019-07-23","3941","","","","","","","","","","","","","","","","","","",""
"2019-07-24","3899","","","","","","","","","","","","","","","","","","",""
"2019-07-25","3940","","","","","","","","","","","","","","","","","","",""
"2019-07-26","3940","","","","","64.56","82.37","456.17","79.67","375.75","243","23786","305","23050","350.37","","858.67","241.69","",""
"2019-07-29","3877","","","","","","","","","","","","","","","","","","",""
"2019-07-30","3886","","","","","","","","","","","","","","","","","","",""
"2019-07-31","3891","","","","","","","","","","","","","","","2243.86","","","",""
"2019-08-01","3846","","","","","","","","","","","","","","","","","","",""
"2019-08-02","3816","","","","","64.56","82.86","456.17","79.67","377.99","243","23786","305","24660","351.73","","884.93","251.78","",""
"2019-08-05","3753","","","","","","","","","","","","","","","","","","",""
"2019-08-06","3707","","","","","","","","","","","","","","","","","","",""
"2019-08-07","3711","","","","","","","","","","","","","","","","","","",""
"2019-08-08","3672","","","","","","","","","","","","","","","","","","",""
"2019-08-09","3591","","","","","64.56","81.26","456.17","79.67","370.69","243","23786","305","29800","344.9","","910.72","267.5","",""
"2019-08-12","3677","","","","","","","","","","","","","","","","","","",""
"2019-08-13","3677","","","","","","","","","","","","","","","","","","",""
"2019-08-14","3670","","","","","","","","","","","","","","","","","","",""
"2019-08-15","3715","","","","","","","","","","","","","","","","","","",""
"2019-08-16","3715","","","","","64.56","79.05","456.17","76.72","360.6","234","23786","305","26800","371.46","","899.86","262.38","",""
"2019-08-19","3747","","","","","","","","","","","","","","","","","","",""
"2019-08-20","3699","","","","","","","","","","","","","","","","","","",""
"2019-08-21","3686","","","","","","","","","","","","","","","","","","",""
"2019-08-22","3715","","","","","","","","","","","","","","","","","","",""
"2019-08-23","3715","","","","","64.56","77.16","456.17","76.07","351.97","232","23786","305","32500","359.02","","892.81","261.22","",""
"2019-08-26","3372","","","","","","","","","","","","","","","","","","",""
"2019-08-27","3281","","","","","","","","","","","","","","","","","","",""
"2019-08-28","3317","","","","","","","","","","","","","","","","","","",""
"2019-08-29","3266","","","","","","","","","","","","","","","","","","",""
"2019-08-30","3350","","","","","64.56","76.43","456.17","75.41","348.63","230","23786","305","27300","362.06","","879.38","269.9","",""
"2019-08-31","","","","","","","","","","","","","","","","2186.65","","","",""
"2019-09-02","3407","","","","","","","","","","","","","","","","","","",""
"2019-09-03","3403","","","","","","","","","","","","","","","","","","",""
"2019-09-04","3423","","","","","","","","","","","","","","","","","","",""
"2019-09-05","3439","","","","","","","","","","","","","","","","","","",""
"2019-09-06","3387","","","","","64.56","74.2","456.17","74.1","338.48","226","23786","305","36300","382.91","","834.95","247.7","",""
"2019-09-09","3497","","","","","","","","","","","","","","","","","","",""
"2019-09-10","3479","","","","","","","","","","","","","","","","","","",""
"2019-09-11","3481","","","","","","","","","","","","","","","","","","",""
"2019-09-12","3549","","","","","","","","","","","","","","","","","","",""
"2019-09-13","","","","","","64.56","73.5","456.17","74.1","335.3","226","23786","305","32670","398.22","","772.03","223.98","",""
"2019-09-16","3564","","","","","","","","","","","","","","","","","","",""
"2019-09-17","3533","","","","","","","","","","","","","","","","","","",""
"2019-09-18","3493","","","","","","","","","","","","","","","","","","",""
"2019-09-19","3397","","","","","","","","","","","","","","","","","","",""
"2019-09-20","3388","","","","","64.56","75.6","456.17","74.75","344.85","228","23786","305","28600","365.06","","751.82","224.18","",""
"2019-09-23","3510","","","","","","","","","","","","","","","","","","",""
"2019-09-24","3477","","","","","","","","","","","","","","","","","","",""
"2019-09-25","3498","","","","","","","","","","","","","","","","","","",""
"2019-09-26","3445","","","","","","","","","","","","","","","","","","",""
"2019-09-27","3437","","","","","64.56","77.49","456.17","74.75","353.47","228","23786","305","35320","400.8","","704.49","224.69","",""
"2019-09-30","3470","","","","","","","","","","","","","","","2123.09","","","",""
"2019-10-04","","","","","","64.56","68.78","456.17","70.82","313.73","216","23786","305","18100","262.27","","755.95","256.21","",""
"2019-10-08","3404","","","","","","","","","","","","","","","","","","",""
"2019-10-09","3413","","","","","","","","","","","","","","","","","","",""
"2019-10-10","3415","","","","","","","","","","","","","","","","","","",""
"2019-10-11","3407","","","","","64.56","75.13","456.17","75.74","342.7","231","23786","305","31800","363.71","","734.94","252.14","",""
"2019-10-14","3352","","","","","","","","","","","","","","","","","","",""
"2019-10-15","3346","","","","","","","","","","","","","","","","","","",""
"2019-10-16","3291","","","","","","","","","","","","","","","","","","",""
"2019-10-17","3324","","","","","","","","","","","","","","","","","","",""
"2019-10-18","3310","","","","","64.56","77.64","456.17","75.74","354.18","231","23786","305","25300","411.42","","677.7","245.74","",""
"2019-10-21","3290","","","","","","","","","","","","","","","","","","",""
"2019-10-22","3318","","","","","","","","","","","","","","","","","","",""
"2019-10-23","3312","","","","","","","","","","","","","","","","","","",""
"2019-10-24","3318","","","","","","","","","","","","","","","","","","",""
"2019-10-25","3344","","","","","64.56","77.54","456.17","75.41","353.72","230","23786","305","27800","384.11","","647.31","246.05","",""
"2019-10-28","3327","","","","","","","","","","","","","","","","","","",""
"2019-10-29","3348","","","","","","","","","","","","","","","","","","",""
"2019-10-30","3373","","","","","","","","","","","","","","","","","","",""
"2019-10-31","3367","","","","","","","","","","","","","","","2204.01","","","",""
"2019-11-01","3380","","","","","64.56","78.07","456.17","75.08","356.14","229","23786","305","32600","395.3","","608.15","235.98","",""
"2019-11-04","3382","","","","","","","","","","","","","","","","","","",""
"2019-11-05","3434","","","","","","","","","","","","","","","","","","",""
"2019-11-06","3441","","","","","","","","","","","","","","","","","","",""
"2019-11-07","3418","","","","","","","","","","","","","","","","","","",""
"2019-11-08","3412","","","","","64.56","75.8","456.17","74.75","345.77","228","23786","305","27500","394.42","","559.5","216.4","",""
"2019-11-11","3373","","","","","","","","","","","","","","","","","","",""
"2019-11-12","3449","","","","","","","","","","","","","","","","","","",""
"2019-11-13","3442","","","","","","","","","","","","","","","","","","",""
"2019-11-14","3511","","","","","","","","","","","","","","","","","","",""
"2019-11-15","3545","","","","","64.56","76.39","456.17","75.41","348.47","230","23786","305","29300","386.97","","521","205.21","",""
"2019-11-18","3556","","","","","","","","","","","","","","","","","","",""
"2019-11-19","3635","","","","","","","","","","","","","","","","","","",""
"2019-11-20","3676","","","","","","","","","","","","","","","","","","",""
"2019-11-21","3619","","","","","","","","","","","","","","","","","","",""
"2019-11-22","3655","","","","","64.56","78.26","456.17","76.72","356.99","234","23786","305","30200","399.13","","478.86","191.78","",""
"2019-11-25","3697","","","","","","","","","","","","","","","","","","",""
"2019-11-26","3611","","","","","","","","","","","","","","","","","","",""
"2019-11-27","3596","","","","","","","","","","","","","","","","","","",""
"2019-11-28","3618","","","","","","","","","","","","","","","","","","",""
"2019-11-29","3620","","","","","64.56","78.09","456.17","75.41","356.21","230","23786","305","28300","362.14","","472.93","189.69","",""
"2019-11-30","","","","","","","","","","","","","","","","2237.6","","","",""
"2019-12-02","3634","","","","","","","","","","","","","","","","","","",""
"2019-12-03","3599","","","","","","","","","","","","","","","","","","",""
"2019-12-04","3603","","","","","","","","","","","","","","","","","","",""
"2019-12-05","3585","","","","","","","","","","","","","","","","","","",""
"2019-12-06","3437","","","","","64.56","79.62","456.17","76.39","363.19","233","23786","305","26900","346.06","","490.06","201.25","",""
"2019-12-09","3511","","","","","","","","","","","","","","","","","","",""
"2019-12-10","3505","","","","","","","","","","","","","","","","","","",""
"2019-12-11","3537","","","","","","","","","","","","","","","","","","",""
"2019-12-12","3524","","","","","","","","","","","","","","","","","","",""
"2019-12-13","3523","","","","","64.56","80.31","456.17","76.39","366.32","233","23786","305","25300","365.52","","490.86","201.21","",""
"2019-12-16","3480","","","","","","","","","","","","","","","","","","",""
"2019-12-17","3484","","","","","","","","","","","","","","","","","","",""
"2019-12-18","3476","","","","","","","","","","","","","","","","","","",""
"2019-12-19","3518","","","","","","","","","","","","","","","","","","",""
"2019-12-20","3507","","","","","64.56","78.45","456.17","74.43","357.84","227","23786","305","23900","347.69","","501.01","205.08","",""
"2019-12-23","3538","","","","","","","","","","","","","","","","","","",""
"2019-12-24","3510","","","","","","","","","","","","","","","","","","",""
"2019-12-25","3485","","","","","","","","","","","","","","","","","","",""
"2019-12-26","3529","","","","","","","","","","","","","","","","","","",""
"2019-12-27","3541","","","","","64.56","76.27","456.17","74.1","347.93","226","23786","305","20500","324.38","","524.56","209.61","",""
"2019-12-30","3545","","","","","","","","","","","","","","","","","","",""
"2019-12-31","3569","","","","","","","","","","","","","","","2183.23","","","",""
"2020-01-02","3547","","","","","","","","","","","","","","","","","","",""
