date,close,锌精矿：产量：中国（月）,锌精矿：产能利用率：中国（月）,锌精矿：港口库存：中国（周）,锌精矿：原料：库存天数：中国（周）,电解锌：产量：中国（月）,电解锌：产能利用率：中国（月）,锌锭：产量：中国（月）,有色冶炼企业：锌锭：产能利用率：中国（月）,镀锌管：锌锭消费量：中国（月）,镀锌板（带）：锌锭消费量：中国（月）,锌锭：表观消费量：中国（月）,锌：出口数量合计：中国（月）,锌：进口数量合计：中国（月）,锌锭：现货库存：中国（日）,锌：成品库存：中国（周）,锌：库存：中国（月）,锌：库存预估：中国（月）,镀锌板（带）：库存：中国（月）,镀锌板（带）：库存预估：中国（月）,SHFE：锌：期货库存（日）,SHFE：锌：交割库库存（周）,SHFE：锌：可用库容量（周）,锌合金企业：开工率：中国（月）,锌合金：产量：中国（月）,镀锌板卷：钢铁企业：产量：中国（周）,镀锌板卷：钢铁企业：产能利用率（周）,镀锌板卷：钢铁企业：产线条数（周）,镀锌板卷：钢铁企业：调研样本数（周）,镀锌板卷：钢铁企业：检修产线条数（周）,镀锌板卷：钢铁企业：开工率（周）,镀锌板（带）：产量：中国（月）,镀锌板（带）：产能利用率：中国（月）,镀锌板卷：库存：中国（周）,镀锌板卷：钢铁企业：厂内库存（周）,镀锌管：产量：中国（月）,镀锌管：产能利用率：中国（月）,镀锌管：库存：中国（月）,氧化锌企业：开工率：中国（月）
"2017-12-12","24965","","","","","","","","","","","","","","","","","","","","12801","","","","","","","","","","","","","","","","","",""
"2017-12-13","25190","","","","","","","","","","","","","","","","","","","","12174","","","","","","","","","","","","","","","","","",""
"2017-12-14","25105","","","","","","","","","","","","","","","","","","","","11624","","","","","","","","","","","","","","","","","",""
"2017-12-15","25355","","","17.8","27","","","","","","","","","","10.93","","","","","","11402","70561","638598","","","81.47","67.73","266","130","31","88.35","","","153.58","52.5","","","",""
"2017-12-18","25615","","","","","","","","","","","","","","11.66","","","","","","14976","","","","","","","","","","","","","","","","","",""
"2017-12-19","25285","","","","","","","","","","","","","","","","","","","","14801","","","","","","","","","","","","","","","","","",""
"2017-12-20","25525","","","","","","","","","","","","","","","","","","","","13777","","","","","","","","","","","","","","","","","",""
"2017-12-21","25460","","","","","","","","","","","","","","","","","","","","13253","","","","","","","","","","","","","","","","","",""
"2017-12-22","25565","","","17.3","25","","","","","","","","","","13.3","","","","","","11593","70436","638407","","","82.48","68.57","266","130","30","88.72","","","153.86","53.04","","","",""
"2017-12-25","25300","","","","","","","","","","","","","","13.03","","","","","","11017","","","","","","","","","","","","","","","","","",""
"2017-12-26","25525","","","","","","","","","","","","","","","","","","","","10717","","","","","","","","","","","","","","","","","",""
"2017-12-27","25375","","","","","","","","","","","","","","","","","","","","10143","","","","","","","","","","","","","","","","","",""
"2017-12-28","25710","","","","","","","","","","","","","","","","","","","","10118","","","","","","","","","","","","","","","","","",""
"2017-12-29","25725","","","16.1","26","","","","","","","","","","13.88","","","","","","9389","68630","640611","","","79.7","66.25","266","130","47","82.33","","","151.25","50.75","","","",""
"2017-12-31","","32.68","","","","53.74","80.92","36.27","75.9","","7.97","59.01","5808.348","114793.344","","","8.8","12.95","50.75","74.63","","","","56.52","","","","","","","","504.6","65.81","","","","","","45.5"
"2018-01-01","","","","","","","","","","","","","","","14.65","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-01-02","25850","","","","","","","","","","","","","","","","","","","","8440","","","","","","","","","","","","","","","","","",""
"2018-01-03","25775","","","","","","","","","","","","","","","","","","","","8115","","","","","","","","","","","","","","","","","",""
"2018-01-04","25980","","","","","","","","","","","","","","","","","","","","7640","","","","","","","","","","","","","","","","","",""
"2018-01-05","26080","","","14.9","24","","","","","","","","","","15.47","","","","","","8818","77383","641182","","","74.77","62.16","266","130","49","81.58","","","145.29","48.53","","","",""
"2018-01-08","26060","","","","","","","","","","","","","","15.07","","","","","","8318","","","","","","","","","","","","","","","","","",""
"2018-01-09","26350","","","","","","","","","","","","","","","","","","","","8646","","","","","","","","","","","","","","","","","",""
"2018-01-10","26040","","","","","","","","","","","","","","","","","","","","8471","","","","","","","","","","","","","","","","","",""
"2018-01-11","26255","","","","","","","","","","","","","","","","","","","","8697","","","","","","","","","","","","","","","","","",""
"2018-01-12","26375","","","18.2","24","","","","","","","","","","15.51","","","","","","9618","79051","640382","","","75.76","62.98","266","130","48","81.95","","","145.69","51.23","","","",""
"2018-01-15","26360","","","","","","","","","","","","","","15.9","","","","","","12633","","","","","","","","","","","","","","","","","",""
"2018-01-16","26065","","","","","","","","","","","","","","","","","","","","12785","","","","","","","","","","","","","","","","","",""
"2018-01-17","26055","","","","","","","","","","","","","","","","","","","","12584","","","","","","","","","","","","","","","","","",""
"2018-01-18","25995","","","","","","","","","","","","","","","","","","","","12310","","","","","","","","","","","","","","","","","",""
"2018-01-19","26100","","","16.5","24","","","","","","","","","","15.24","","","","","","11331","79342","638669","","","76.83","63.87","266","130","38","85.71","","","147.62","55.04","","","",""
"2018-01-22","26210","","","","","","","","","","","","","","15.2","","","","","","10727","","","","","","","","","","","","","","","","","",""
"2018-01-23","26215","","","","","","","","","","","","","","","","","","","","10452","","","","","","","","","","","","","","","","","",""
"2018-01-24","25875","","","","","","","","","","","","","","","","","","","","10302","","","","","","","","","","","","","","","","","",""
"2018-01-25","26290","","","","","","","","","","","","","","","","","","","","9476","","","","","","","","","","","","","","","","","",""
"2018-01-26","26185","","","16.85","24","","","","","","","","","","15.08","","","","","","9275","81553","640725","","","78.96","65.64","266","130","48","81.95","","","147.22","54.84","","","",""
"2018-01-29","27055","","","","","","","","","","","","","","15.86","","","","","","9250","","","","","","","","","","","","","","","","","",""
"2018-01-30","26825","","","","","","","","","","","","","","","","","","","","11025","","","","","","","","","","","","","","","","","",""
"2018-01-31","26780","34.06","","","","48.98","80.41","36.05","75.42","","7.59","50.74","2848.025","78953.973","","","7.99","11.74","58.15","85.51","11577","","","55.39","","","","","","","","495.76","64.66","","","","","","46.8"
"2018-02-01","26670","","","","","","","","","","","","","","","","","","","","13589","","","","","","","","","","","","","","","","","",""
"2018-02-02","26850","","","17.03","24","","","","","","","","","","17.48","","","","","","16562","94769","633438","","","77.5","64.43","266","130","50","81.2","","","149.12","57.09","","","",""
"2018-02-05","26805","","","","","","","","","","","","","","17.82","","","","","","19654","","","","","","","","","","","","","","","","","",""
"2018-02-06","26555","","","","","","","","","","","","","","","","","","","","23497","","","","","","","","","","","","","","","","","",""
"2018-02-07","26480","","","","","","","","","","","","","","","","","","","","29027","","","","","","","","","","","","","","","","","",""
"2018-02-08","26255","","","","","","","","","","","","","","","","","","","","35309","","","","","","","","","","","","","","","","","",""
"2018-02-09","26090","","","15.31","27","","","","","","","","","","19.94","","","","","","35711","98334","614289","","","76.78","63.83","266","130","59","77.82","","","152.65","59.23","","","",""
"2018-02-12","25940","","","","","","","","","","","","","","22.24","","","","","","36655","","","","","","","","","","","","","","","","","",""
"2018-02-13","26230","","","","","","","","","","","","","","","","","","","","37813","","","","","","","","","","","","","","","","","",""
"2018-02-14","26650","","","","","","","","","","","","","","","","","","","","38416","","","","","","","","","","","","","","","","","",""
"2018-02-16","","","","","23","","","","","","","","","","","","","","","","","","","","","62.77","52.18","266","130","115","56.77","","","157.69","59.13","","","",""
"2018-02-22","26330","","","","","","","","","","","","","","27.09","","","","","","38416","","","","","","","","","","","","","","","","","",""
"2018-02-23","26560","","","15.6","23","","","","","","","","","","","","","","","","37837","114887","612163","","","35.1","29.18","266","130","191","28.2","","","157.66","59.1","","","",""
"2018-02-26","26670","","","","","","","","","","","","","","28.46","","","","","","37837","","","","","","","","","","","","","","","","","",""
"2018-02-27","26660","","","","","","","","","","","","","","","","","","","","37636","","","","","","","","","","","","","","","","","",""
"2018-02-28","26400","20.77","","","","45.92","74.65","33.46","70.01","","6.06","34.68","2808.633","44185.799","","","6.98","10.26","59.4","87.35","37409","","","35.6","","","","","","","","387.32","50.51","","","","","","39.5"
"2018-03-01","26430","","","","","","","","","","","","","","","","","","","","37558","","","","","","","","","","","","","","","","","",""
"2018-03-02","26260","","","19.51","20","","","","","","","","","","29.18","","","","","","38941","150551","611059","","","80.36","66.81","266","130","29","89.1","","","162.64","59.41","","","",""
"2018-03-05","25660","","","","","","","","","","","","","","30.22","","","","","","40138","","","","","","","","","","","","","","","","","",""
"2018-03-06","25450","","","","","","","","","","","","","","","","","","","","39611","","","","","","","","","","","","","","","","","",""
"2018-03-07","25300","","","","","","","","","","","","","","","","","","","","41359","","","","","","","","","","","","","","","","","",""
"2018-03-08","25100","","","","","","","","","","","","","","","","","","","","40332","","","","","","","","","","","","","","","","","",""
"2018-03-09","24615","","","18.91","17","","","","","","","","","","28.96","","","","","","39459","154475","610541","","","84.99","70.65","266","130","23","91.35","","","162.32","59.44","","","",""
"2018-03-12","24985","","","","","","","","","","","","","","28.74","","","","","","38082","","","","","","","","","","","","","","","","","",""
"2018-03-13","25130","","","","","","","","","","","","","","","","","","","","39915","","","","","","","","","","","","","","","","","",""
"2018-03-14","25195","","","","","","","","","","","","","","","","","","","","44419","","","","","","","","","","","","","","","","","",""
"2018-03-15","24860","","","","","","","","","","","","","","","","","","","","47021","","","","","","","","","","","","","","","","","",""
"2018-03-16","24910","","","17.36","17","","","","","","","","","","28.27","","","","","","48094","157548","601906","","","85.63","71.19","266","130","45","83.08","","","159.92","58.8","","","",""
"2018-03-19","24805","","","","","","","","","","","","","","28.19","","","","","","48094","","","","","","","","","","","","","","","","","",""
"2018-03-20","24770","","","","","","","","","","","","","","","","","","","","48069","","","","","","","","","","","","","","","","","",""
"2018-03-21","24405","","","","","","","","","","","","","","","","","","","","47519","","","","","","","","","","","","","","","","","",""
"2018-03-22","24845","","","","","","","","","","","","","","","","","","","","46021","","","","","","","","","","","","","","","","","",""
"2018-03-23","24670","","","19.41","18","","","","","","","","","","25.99","","","","","","45422","159347","604578","","","86.34","71.78","266","130","22","91.73","","","159.91","57.52","","","",""
