date,close,锌精矿：产量：中国（月）,锌精矿：产能利用率：中国（月）,锌精矿：港口库存：中国（周）,锌精矿：原料：库存天数：中国（周）,电解锌：产量：中国（月）,电解锌：产能利用率：中国（月）,锌锭：产量：中国（月）,有色冶炼企业：锌锭：产能利用率：中国（月）,镀锌管：锌锭消费量：中国（月）,镀锌板（带）：锌锭消费量：中国（月）,锌锭：表观消费量：中国（月）,锌：出口数量合计：中国（月）,锌：进口数量合计：中国（月）,锌锭：现货库存：中国（日）,锌：成品库存：中国（周）,锌：库存：中国（月）,锌：库存预估：中国（月）,镀锌板（带）：库存：中国（月）,镀锌板（带）：库存预估：中国（月）,SHFE：锌：期货库存（日）,SHFE：锌：交割库库存（周）,SHFE：锌：可用库容量（周）,锌合金企业：开工率：中国（月）,锌合金：产量：中国（月）,镀锌板卷：钢铁企业：产量：中国（周）,镀锌板卷：钢铁企业：产能利用率（周）,镀锌板卷：钢铁企业：产线条数（周）,镀锌板卷：钢铁企业：调研样本数（周）,镀锌板卷：钢铁企业：检修产线条数（周）,镀锌板卷：钢铁企业：开工率（周）,镀锌板（带）：产量：中国（月）,镀锌板（带）：产能利用率：中国（月）,镀锌板卷：库存：中国（周）,镀锌板卷：钢铁企业：厂内库存（周）,镀锌管：产量：中国（月）,镀锌管：产能利用率：中国（月）,镀锌管：库存：中国（月）,氧化锌企业：开工率：中国（月）
"2019-07-17","19355","","","","","","","","","","","","","","","","","","","","39683","","","","","","","","","","","","","","","","","",""
"2019-07-18","19600","","","","","","","","","","","","","","","","","","","","39532","","","","","","","","","","","","","","","","","",""
"2019-07-19","19575","","","15.31","24","","","","","","","","","","14.5","","","","","","39082","75519","490918","","","83.11","69.09","266","130","32","87.97","","","145.97","47.5","","","",""
"2019-07-22","19235","","","","","","","","","","","","","","14.92","","","","","","39507","","","","","","","","","","","","","","","","","",""
"2019-07-23","19285","","","","","","","","","","","","","","","","","","","","38935","","","","","","","","","","","","","","","","","",""
"2019-07-24","19350","","","","","","","","","","","","","","","","","","","","39065","","","","","","","","","","","","","","","","","",""
"2019-07-25","19270","","","","","","","","","","","","","","","","","","","","38841","","","","","","","","","","","","","","","","","",""
"2019-07-26","19250","","","16.28","24","","","","","","","","","","14.34","","","","","","39817","74984","490183","","","82.61","68.67","266","130","31","88.35","","","144.05","46.6","","","",""
"2019-07-29","19495","","","","","","","","","","","","","","14.52","","","","","","40271","","","","","","","","","","","","","","","","","",""
"2019-07-30","19690","","","","","","","","","","","","","","","","","","","","40547","","","","","","","","","","","","","","","","","",""
"2019-07-31","19385","34.73","","","","51.65","81.87","38.35","83.6","3.79","7.99","56.68","18709.354","52611.826","","","4.42","6.5","46.58","68.5","41625","","","40.62","11.98","","","","","","","526.32","68.64","","","257.92","58.5","110.93","45.5"
"2019-08-01","19265","","","","","","","","","","","","","","","","","","","","42004","","","","","","","","","","","","","","","","","",""
"2019-08-02","19275","","","17.35","24","","","","","","","","","","14.42","","","","","","42402","75781","472598","","","82.26","68.39","266","130","32","87.97","","","143.33","46.48","","","",""
"2019-08-05","19365","","","","","","","","","","","","","","14.62","","","","","","41527","","","","","","","","","","","","","","","","","",""
"2019-08-06","19265","","","","","","","","","","","","","","","","","","","","42987","","","","","","","","","","","","","","","","","",""
"2019-08-07","18850","","","","","","","","","","","","","","","","","","","","42936","","","","","","","","","","","","","","","","","",""
"2019-08-08","18665","","","","","","","","","","","","","","","","","","","","42184","","","","","","","","","","","","","","","","","",""
"2019-08-09","18550","","","15.5","24","","","","","","","","","","14.92","","","","","","40656","79442","474344","","","83.61","69.51","266","130","30","88.72","","","142.14","46.14","","","",""
"2019-08-12","18675","","","","","","","","","","","","","","14.66","","","","","","39978","","","","","","","","","","","","","","","","","",""
"2019-08-13","18725","","","","","","","","","","","","","","","","","","","","40231","","","","","","","","","","","","","","","","","",""
"2019-08-14","18730","","","","","","","","","","","","","","","","","","","","39276","","","","","","","","","","","","","","","","","",""
"2019-08-15","18670","","","","","","","","","","","","","","","","","","","","41800","","","","","","","","","","","","","","","","","",""
"2019-08-16","18640","","","14.21","24","","","","","","","","","","14.56","","","","","","41100","73857","473900","","","82.84","68.87","266","130","32","87.97","","","139.38","45.25","","","",""
"2019-08-19","18540","","","","","","","","","","","","","","14.57","","","","","","40751","","","","","","","","","","","","","","","","","",""
"2019-08-20","18610","","","","","","","","","","","","","","","","","","","","40447","","","","","","","","","","","","","","","","","",""
"2019-08-21","18470","","","","","","","","","","","","","","","","","","","","39297","","","","","","","","","","","","","","","","","",""
"2019-08-22","18625","","","","","","","","","","","","","","","","","","","","34965","","","","","","","","","","","","","","","","","",""
"2019-08-23","18665","","","15.98","24","","","","","","","","","","14.52","","","","","","34789","75211","480211","","","81.96","68.14","266","130","39","85.34","","","139.65","45.68","","","",""
"2019-08-26","18350","","","","","","","","","","","","","","14.43","","","","","","34191","","","","","","","","","","","","","","","","","",""
"2019-08-27","18720","","","","","","","","","","","","","","","","","","","","33814","","","","","","","","","","","","","","","","","",""
"2019-08-28","18835","","","","","","","","","","","","","","","","","","","","33363","","","","","","","","","","","","","","","","","",""
"2019-08-29","18805","","","","","","","","","","","","","","","","","","","","32210","","","","","","","","","","","","","","","","","",""
"2019-08-30","18745","","","17.02","24","","","","","","","","","","14.08","","","","","","31382","72062","483618","","","82.64","68.7","266","130","33","87.59","","","139.05","45.09","","","",""
"2019-08-31","","33.52","","","","52.55","83.17","38.88","84.75","3.84","8.09","59.44","8343.887","79189.178","","","4.6","6.76","44.42","65.33","","","","40.2","11.76","","","","","","","526.62","68.68","","","260.4","59.06","106.42","44"
"2019-09-02","18640","","","","","","","","","","","","","","14.66","","","","","","31031","","","","","","","","","","","","","","","","","",""
"2019-09-03","18680","","","","","","","","","","","","","","","","","","","","30855","","","","","","","","","","","","","","","","","",""
"2019-09-04","18785","","","","","","","","","","","","","","","","","","","","30349","","","","","","","","","","","","","","","","","",""
"2019-09-05","19050","","","","","","","","","","","","","","","","","","","","30074","","","","","","","","","","","","","","","","","",""
"2019-09-06","19065","","","17.51","24","","","","","","","","","","15.15","","","","","","29501","79794","485499","","","83.31","69.26","266","130","30","88.72","","","139.15","44.43","","","",""
"2019-09-09","19115","","","","","","","","","","","","","","15.26","","","","","","29748","","","","","","","","","","","","","","","","","",""
"2019-09-10","19025","","","","","","","","","","","","","","","","","","","","30454","","","","","","","","","","","","","","","","","",""
"2019-09-11","19265","","","","","","","","","","","","","","","","","","","","32161","","","","","","","","","","","","","","","","","",""
"2019-09-12","19245","","","","","","","","","","","","","","14.97","","","","","","33212","","","","","","","","","","","","","","","","","",""
"2019-09-13","","","","18.01","24","","","","","","","","","","","","","","","","","76625","481788","","","82.72","68.77","266","130","31","88.35","","","137.18","42.81","","","",""
"2019-09-16","19280","","","","","","","","","","","","","","15.51","","","","","","35799","","","","","","","","","","","","","","","","","",""
"2019-09-17","19110","","","","","","","","","","","","","","","","","","","","35648","","","","","","","","","","","","","","","","","",""
"2019-09-18","19125","","","","","","","","","","","","","","","","","","","","35648","","","","","","","","","","","","","","","","","",""
"2019-09-19","18950","","","","","","","","","","","","","","","","","","","","35373","","","","","","","","","","","","","","","","","",""
"2019-09-20","18905","","","18.99","24","","","","","","","","","","15.69","","","","","","35549","79393","479451","","","82.13","68.28","266","130","34","87.22","","","137.25","43.73","","","",""
"2019-09-23","18850","","","","","","","","","","","","","","15.75","","","","","","38284","","","","","","","","","","","","","","","","","",""
"2019-09-24","18800","","","","","","","","","","","","","","","","","","","","38639","","","","","","","","","","","","","","","","","",""
"2019-09-25","18660","","","","","","","","","","","","","","","","","","","","37303","","","","","","","","","","","","","","","","","",""
"2019-09-26","18615","","","","","","","","","","","","","","","","","","","","35139","","","","","","","","","","","","","","","","","",""
"2019-09-27","18745","","","18.47","24","","","","","","","","","","14.04","","","","","","34076","67200","480924","","","81","67.34","266","130","47","82.33","","","137.4","43.29","","","",""
"2019-09-30","18695","37.25","","","","54.28","86.29","40.74","88.81","3.67","8.02","58.78","5354.724","46470.807","13.95","","4.31","6.34","43.94","64.62","34808","","","44.2","12.5","","","","","","","521.19","67.97","","","266.16","60.37","100.12","46.5"
"2019-10-04","","","","","","","","","","","","","","","","","","","","","","","","","","71.52","59.46","266","130","52","80.45","","","140.19","42.05","","","",""
"2019-10-08","18700","","","","","","","","","","","","","","15.64","","","","","","34808","","","","","","","","","","","","","","","","","",""
"2019-10-09","18660","","","","","","","","","","","","","","","","","","","","34683","","","","","","","","","","","","","","","","","",""
"2019-10-10","18850","","","","","","","","","","","","","","","","","","","","34202","","","","","","","","","","","","","","","","","",""
"2019-10-11","18975","","","15.51","25","","","","","","","","","","14.86","","","","","","34648","70172","480352","","","79.4","66.01","266","130","37","86.09","","","140.11","42.09","","","",""
"2019-10-14","18910","","","","","","","","","","","","","","15.14","","","","","","35838","","","","","","","","","","","","","","","","","",""
"2019-10-15","19055","","","","","","","","","","","","","","","","","","","","35812","","","","","","","","","","","","","","","","","",""
"2019-10-16","18915","","","","","","","","","","","","","","","","","","","","35659","","","","","","","","","","","","","","","","","",""
"2019-10-17","18735","","","","","","","","","","","","","","","","","","","","35308","","","","","","","","","","","","","","","","","",""
"2019-10-18","18860","","","13.94","25","","","","","","","","","","14.61","","","","","","34931","68560","480069","","","80.43","66.87","266","130","36","86.47","","","138.32","41.93","","","",""
"2019-10-21","18925","","","","","","","","","","","","","","14.66","","","","","","33096","","","","","","","","","","","","","","","","","",""
"2019-10-22","18930","","","","","","","","","","","","","","","","","","","","31362","","","","","","","","","","","","","","","","","",""
"2019-10-23","18800","","","","","","","","","","","","","","","","","","","","31162","","","","","","","","","","","","","","","","","",""
"2019-10-24","18880","","","","","","","","","","","","","","","","","","","","30086","","","","","","","","","","","","","","","","","",""
"2019-10-25","18675","","","12.75","24","","","","","","","","","","14.5","","","","","","30139","64075","484861","","","77.58","64.5","266","130","36","86.47","","","136.57","41.38","","","",""
"2019-10-28","19110","","","","","","","","","","","","","","14.3","","","","","","30040","","","","","","","","","","","","","","","","","",""
"2019-10-29","19110","","","","","","","","","","","","","","","","","","","","29815","","","","","","","","","","","","","","","","","",""
"2019-10-30","19105","","","","","","","","","","","","","","","","","","","","29296","","","","","","","","","","","","","","","","","",""
"2019-10-31","18995","41.48","","","","55.72","89.19","42.08","91.73","2.69","7.81","59.32","9528.523","56546.635","","","4.11","6.04","42.01","61.78","29270","","","42.7","11.25","","","","","","","505.69","65.95","","","199.23","56.52","60.38","46.5"
"2019-11-01","18955","","","16.28","24","","","","","","","","","","14.45","","","","","","29322","61799","485678","","","77.36","64.31","266","130","33","87.59","","","136.26","41.56","","","",""
"2019-11-04","19085","","","","","","","","","","","","","","14.95","","","","","","29295","","","","","","","","","","","","","","","","","",""
"2019-11-05","18915","","","","","","","","","","","","","","","","","","","","29168","","","","","","","","","","","","","","","","","",""
"2019-11-06","18740","","","","","","","","","","","","","","","","","","","","28866","","","","","","","","","","","","","","","","","",""
"2019-11-07","18670","","","","","","","","","","","","","","","","","","","","28515","","","","","","","","","","","","","","","","","",""
"2019-11-08","18590","","","15.37","24","","","","","","","","","","15","","","","","","27859","63797","487141","","","77.85","64.72","266","130","35","86.84","","","135.55","41.65","","","",""
"2019-11-11","18610","","","","","","","","","","","","","","14.5","","","","","","27334","","","","","","","","","","","","","","","","","",""
"2019-11-12","18810","","","","","","","","","","","","","","","","","","","","27716","","","","","","","","","","","","","","","","","",""
"2019-11-13","18540","","","","","","","","","","","","","","","","","","","","27391","","","","","","","","","","","","","","","","","",""
"2019-11-14","18395","","","","","","","","","","","","","","","","","","","","27988","","","","","","","","","","","","","","","","","",""
"2019-11-15","18340","","","14.32","24","","","","","","","","","","13.71","","","","","","28688","57121","486312","","","78.85","65.55","266","130","35","86.84","","","132.76","41.75","","","",""
"2019-11-18","18390","","","","","","","","","","","","","","13.41","","","","","","28995","","","","","","","","","","","","","","","","","",""
"2019-11-19","18305","","","","","","","","","","","","","","","","","","","","28516","","","","","","","","","","","","","","","","","",""
"2019-11-20","18340","","","","","","","","","","","","","","","","","","","","27037","","","","","","","","","","","","","","","","","",""
"2019-11-21","18060","","","","","","","","","","","","","","","","","","","","22458","","","","","","","","","","","","","","","","","",""
"2019-11-22","17970","","","14.77","25","","","","","","","","","","12.55","","","","","","21958","49710","493042","","","80.76","67.14","266","130","33","87.59","","","127.79","39.47","","","",""
"2019-11-25","18035","","","","","","","","","","","","","","12.38","","","","","","21556","","","","","","","","","","","","","","","","","",""
"2019-11-26","17975","","","","","","","","","","","","","","","","","","","","21556","","","","","","","","","","","","","","","","","",""
"2019-11-27","18075","","","","","","","","","","","","","","","","","","","","21405","","","","","","","","","","","","","","","","","",""
"2019-11-28","18040","","","","","","","","","","","","","","","","","","","","21179","","","","","","","","","","","","","","","","","",""
"2019-11-29","18040","","","14.32","25","","","","","","","","","","11.84","","","","","","21103","45772","493897","","","82.59","68.66","266","130","32","87.97","","","126.22","39.72","","","",""
"2019-11-30","","40.95","","","","55.87","89.5","42.1","91.77","3.62","8.17","60.72","14544.63","56202.616","","","3.92","5.76","39.77","58.49","","","","46.7","13.71","","","","","","","514.29","65.28","","","278.26","62.19","104.95","48"
"2019-12-02","17785","","","","","","","","","","","","","","11.77","","","","","","21027","","","","","","","","","","","","","","","","","",""
"2019-12-03","17815","","","","","","","","","","","","","","","","","","","","20824","","","","","","","","","","","","","","","","","",""
"2019-12-04","17840","","","","","","","","","","","","","","","","","","","","19791","","","","","","","","","","","","","","","","","",""
"2019-12-05","18000","","","","","","","","","","","","","","","","","","","","17403","","","","","","","","","","","","","","","","","",""
"2019-12-06","18025","","","14.22","25","","","","","","","","","","10.81","","","","","","16670","37118","498330","","","82.05","68.21","266","130","32","87.97","","","123.23","38.67","","","",""
"2019-12-09","18065","","","","","","","","","","","","","","10.69","","","","","","15587","","","","","","","","","","","","","","","","","",""
"2019-12-10","17925","","","","","","","","","","","","","","","","","","","","15361","","","","","","","","","","","","","","","","","",""
"2019-12-11","17850","","","","","","","","","","","","","","","","","","","","15588","","","","","","","","","","","","","","","","","",""
"2019-12-12","18055","","","","","","","","","","","","","","","","","","","","15538","","","","","","","","","","","","","","","","","",""
"2019-12-13","18100","","","14.47","25","","","","","","","","","","10.4","","","","","","15789","33844","499211","","","78.72","65.45","266","130","32","87.97","","","122.51","36.02","","","",""
"2019-12-16","18025","","","","","","","","","","","","","","10.35","","","","","","15435","","","","","","","","","","","","","","","","","",""
"2019-12-17","18040","","","","","","","","","","","","","","","","","","","","15233","","","","","","","","","","","","","","","","","",""
"2019-12-18","17960","","","","","","","","","","","","","","","","","","","","15004","","","","","","","","","","","","","","","","","",""
"2019-12-19","18070","","","","","","","","","","","","","","","","","","","","14979","","","","","","","","","","","","","","","","","",""
"2019-12-20","18110","","","14.82","26","","","","","","","","","","10.2","4","","","","","14274","32641","500726","","","78.02","64.86","266","130","31","88.35","","","122.25","36.04","","","",""
"2019-12-23","18000","","","","","","","","","","","","","","10.84","","","","","","12514","","","","","","","","","","","","","","","","","",""
"2019-12-24","17915","","","","","","","","","","","","","","","","","","","","12336","","","","","","","","","","","","","","","","","",""
"2019-12-25","17945","","","","","","","","","","","","","","","","","","","","12134","","","","","","","","","","","","","","","","","",""
"2019-12-26","17840","","","","","","","","","","","","","","","","","","","","12084","","","","","","","","","","","","","","","","","",""
"2019-12-27","17960","","","15.3","32","","","","","","","","","","10.44","5","","","","","11809","28054","503191","","","78.02","64.86","266","130","31","88.35","","","119.41","33.94","","","",""
"2019-12-30","18105","","","","","","","","","","","","","","10.67","","","","","","11734","","","","","","","","","","","","","","","","","",""
"2019-12-31","17950","41.09","","","","56.53","90.51","42.84","93.38","3.59","7.86","63.41","7789.936","84757.355","","","3.93","5.78","34.87","51.28","11734","","","47.2","13.52","","","","","","","501.29","65.28","","","282.2","63.19","103.22","47"
"2020-01-02","17880","","","","","","","","","","","","","","","","","","","","11734","","","","","","","","","","","","","","","","","",""
"2020-01-03","17755","","","16.45","32","","","","","","","","","","10.27","5","","","","","11734","30806","503266","","","78.18","65","266","130","29","89.1","","","120.07","34.01","","","",""
"2020-01-06","18155","","","","","","","","","","","","","","10.15","","","","","","12184","","","","","","","","","","","","","","","","","",""
"2020-01-07","18190","","","","","","","","","","","","","","","","","","","","12184","","","","","","","","","","","","","","","","","",""
"2020-01-08","18365","","","","","","","","","","","","","","","","","","","","12588","","","","","","","","","","","","","","","","","",""
"2020-01-09","18345","","","","","","","","","","","","","","","","","","","","12962","","","","","","","","","","","","","","","","","",""
"2020-01-10","18340","","","16.4","33","","","","","","","","","","9.67","5","","","","","12962","31767","502038","","","77.36","64.31","266","130","29","89.1","","","119.31","33.83","","","",""
"2020-01-13","18260","","","","","","","","","","","","","","10.13","","","","","","14341","","","","","","","","","","","","","","","","","",""
"2020-01-14","18185","","","","","","","","","","","","","","","","","","","","14818","","","","","","","","","","","","","","","","","",""
"2020-01-15","18235","","","","","","","","","","","","","","","","","","","","19085","","","","","","","","","","","","","","","","","",""
"2020-01-16","18295","","","","","","","","","","","","","","","","","","","","19685","","","","","","","","","","","","","","","","","",""
"2020-01-17","18360","","","17.05","33","","","","","","","","","","10.44","7","","","","","20062","40433","494938","","","75.29","62.59","266","130","31","88.35","","","119.98","33.79","","","",""
"2020-01-20","18420","","","","","","","","","","","","","","10.89","","","","","","17713","","","","","","","","","","","","","","","","","",""
"2020-01-21","18200","","","","","","","","","","","","","","","","","","","","19093","","","","","","","","","","","","","","","","","",""
"2020-01-22","18315","","","","","","","","","","","","","","","","","","","","19923","","","","","","","","","","","","","","","","","",""
"2020-01-23","18160","","","","","","","","","","","","","","","","","","","","20023","","","","","","","","","","","","","","","","","",""
"2020-01-24","","","","","","","","","","","","","","","","8","","","","","","49273","494977","","","54.65","45.43","266","130","110","58.65","","","124.18","36.75","","","",""
"2020-01-31","","24.69","96.22","","","55.63","85.64","41.04","89.46","2.37","6.08","44.64","9133.907","36314.539","","","3.93","5.78","47.72","70.18","","","","40.2","11.54","24.73","20.56","266","130","193","27.44","370.47","48.25","130.02","37.52","173.64","41.63","105.79","43"
"2020-02-03","17300","","","","","","","","","","","","","","17.8","","","","","","20520","","","","","","","","","","","","","","","","","",""
"2020-02-04","17340","","","","","","","","","","","","","","","","","","","","21017","","","","","","","","","","","","","","","","","",""
"2020-02-05","17280","","","","","","","","","","","","","","","","","","","","21017","","","","","","","","","","","","","","","","","",""
"2020-02-06","17335","","","","","","","","","","","","","","","","","","","","21017","","","","","","","","","","","","","","","","","",""
"2020-02-07","17295","","","17.05","22","","","","","","","","","","20.24","","","","","","23387","97922","491613","","","17.35","14.42","266","130","225","15.41","","","156.41","49.66","","","",""
"2020-02-10","17140","","","","","","","","","","","","","","21.39","","","","","","27917","","","","","","","","","","","","","","","","","",""
"2020-02-11","17125","","","","","","","","","","","","","","","","","","","","37194","","","","","","","","","","","","","","","","","",""
"2020-02-12","17080","","","","","","","","","","","","","","","","","","","","46333","","","","","","","","","","","","","","","","","",""
"2020-02-13","17120","","","","","","","","","","","","","","","","","","","","53662","","","","","","","","","","","","","","","","","",""
"2020-02-14","17225","","","15.71","21","","","","","","","","","","23.23","19","","","","","58353","121804","451647","","","22.7","18.87","266","130","201","24.44","","","169.58","57.81","","","",""
"2020-02-17","17260","","","","","","","","","","","","","","24.98","","","","","","70587","","","","","","","","","","","","","","","","","",""
"2020-02-18","17190","","","","","","","","","","","","","","","","","","","","70435","","","","","","","","","","","","","","","","","",""
"2020-02-19","17170","","","","","","","","","","","","","","","","","","","","70414","","","","","","","","","","","","","","","","","",""
"2020-02-20","17180","","","","","","","","","","","","","","","","","","","","71293","","","","","","","","","","","","","","","","","",""
"2020-02-21","17030","","","15.18","19","","","","","","","","","","27.13","19","","","","","70813","143164","439187","","","34.57","28.74","266","130","144","45.86","","","183.88","63.36","","","",""
"2020-02-24","16595","","","","","","","","","","","","","","28.29","","","","","","75356","","","","","","","","","","","","","","","","","",""
"2020-02-25","16560","","","","","","","","","","","","","","","","","","","","76787","","","","","","","","","","","","","","","","","",""
"2020-02-26","16455","","","","","","","","","","","","","","","","","","","","85375","","","","","","","","","","","","","","","","","",""
"2020-02-27","16460","","","","","","","","","","","","","","","","","","","","84252","","","","","","","","","","","","","","","","","",""
"2020-02-28","15860","","","16.93","19","","","","","","","","","","28.94","17","","","","","86088","160011","423912","","","57.22","47.57","266","130","81","69.55","","","201.24","72.14","","","",""
"2020-02-29","","18.7","88.76","","","47.68","67.37","34.37","69.99","1.31","4.37","25.08","3140.617","43271.729","","","4.09","6.02","71.3","104.85","","","","18.9","5.9","","","","","","","228.46","29.75","","","75.53","16.29","127.47","25"
"2020-03-02","16160","","","","","","","","","","","","","","29.54","","","","","","86419","","","","","","","","","","","","","","","","","",""
"2020-03-03","16190","","","","","","","","","","","","","","","","","","","","86186","","","","","","","","","","","","","","","","","",""
"2020-03-04","15995","","","","","","","","","","","","","","","","","","","","86339","","","","","","","","","","","","","","","","","",""
"2020-03-05","16055","","","","","","","","","","","","","","","","","","","","87008","","","","","","","","","","","","","","","","","",""
"2020-03-06","16020","","","15.62","19","","","","","","","","","","29.15","15","","","","","88087","162402","421913","","","66.02","54.89","266","130","69","74.06","","","210.9","75.1","","","",""
"2020-03-09","15565","","","","","","","","","","","","","","30.39","","","","","","88486","","","","","","","","","","","","","","","","","",""
"2020-03-10","16025","","","","","","","","","","","","","","","","","","","","87934","","","","","","","","","","","","","","","","","",""
"2020-03-11","16010","","","","","","","","","","","","","","","","","","","","85314","","","","","","","","","","","","","","","","","",""
"2020-03-12","15835","","","","","","","","","","","","","","","","","","","","86381","","","","","","","","","","","","","","","","","",""
"2020-03-13","15805","","","15.58","19","","","","","","","","","","30.09","14","","","","","86885","169911","423115","","","72.11","59.95","266","130","64","75.94","","","215.61","75.64","","","",""
"2020-03-16","15540","","","","","","","","","","","","","","30.6","","","","","","96928","","","","","","","","","","","","","","","","","",""
"2020-03-17","15660","","","","","","","","","","","","","","","","","","","","99681","","","","","","","","","","","","","","","","","",""
"2020-03-18","14880","","","","","","","","","","","","","","","","","","","","99628","","","","","","","","","","","","","","","","","",""
"2020-03-19","14420","","","","","","","","","","","","","","","","","","","","97019","","","","","","","","","","","","","","","","","",""
"2020-03-20","15055","","","15.32","","","","","","","","","","","30.43","13","","","","","94010","168325","415990","","","73.91","61.44","266","130","59","77.82","","","216.66","75.57","","","",""
"2020-03-23","14630","","","","","","","","","","","","","","29.99","","","","","","92653","","","","","","","","","","","","","","","","","",""
"2020-03-24","14895","","","","","","","","","","","","","","","","","","","","90392","","","","","","","","","","","","","","","","","",""
"2020-03-25","14905","","","","","","","","","","","","","","","","","","","","90371","","","","","","","","","","","","","","","","","",""
"2020-03-26","14860","","","","","","","","","","","","","","","","","","","","89287","","","","","","","","","","","","","","","","","",""
"2020-03-27","15385","","","13.32","18","","","","","","","","","","28.79","12","","","","","89002","160006","420998","","","76.67","63.74","266","130","53","80.08","","","211.64","72.05","","","",""
"2020-03-30","15080","","","","","","","","","","","","","","29.13","","","","","","88047","","","","","","","","","","","","","","","","","",""
"2020-03-31","15175","26.75","90.86","","","49.12","79.43","37.56","76.49","2.41","7.98","54.49","7928.161","48897.237","","","4.08","5.99","70.21","103.25","89068","","","47.6","13.29","","","","","","","482.32","62.81","","","210.06","47.12","117.93","42"
"2020-04-01","15140","","","","","","","","","","","","","","","","","","","","87713","","","","","","","","","","","","","","","","","",""
"2020-04-02","15415","","","","","","","","","","","","","","","","","","","","86554","","","","","","","","","","","","","","","","","",""
"2020-04-03","15560","","","16.41","18","","","","","","","","","","28.01","13","","","","","86663","158139","423337","","","80.65","67.04","266","130","53","80.08","","","208.91","70.46","","","",""
"2020-04-07","15845","","","","","","","","","","","","","","28.06","","","","","","86514","","","","","","","","","","","","","","","","","",""
"2020-04-08","15675","","","","","","","","","","","","","","","","","","","","85738","","","","","","","","","","","","","","","","","",""
"2020-04-09","15555","","","","","","","","","","","","","","","","","","","","85995","","","","","","","","","","","","","","","","","",""
"2020-04-10","15660","","","17.12","16","","","","","","","","","","27.25","13","","","","","83983","153318","426017","","","80.01","66.52","266","130","56","78.95","","","212.07","70.09","","","",""
"2020-04-13","15735","","","","","","","","","","","","","","26.9","","","","","","84592","","","","","","","","","","","","","","","","","",""
"2020-04-14","15900","","","","","","","","","","","","","","","","","","","","83664","","","","","","","","","","","","","","","","","",""
"2020-04-15","15805","","","","","","","","","","","","","","","","","","","","82181","","","","","","","","","","","","","","","","","",""
"2020-04-16","15970","","","","","","","","","","","","","","","","","","","","80420","","","","","","","","","","","","","","","","","",""
"2020-04-17","16130","","","18.78","16","","","","","","","","","","25.73","13","","","","","79668","146966","430332","","","79.26","65.89","266","130","56","78.95","","","201.82","67.67","","","",""
"2020-04-20","16130","","","","","","","","","","","","","","25.5","","","","","","74324","","","","","","","","","","","","","","","","","",""
"2020-04-21","15635","","","","","","","","","","","","","","","","","","","","74305","","","","","","","","","","","","","","","","","",""
"2020-04-22","15860","","","","","","","","","","","","","","","","","","","","70587","","","","","","","","","","","","","","","","","",""
"2020-04-23","15795","","","","","","","","","","","","","","","","","","","","66843","","","","","","","","","","","","","","","","","",""
"2020-04-24","15825","","","17.5","16","","","","","","","","","","23.84","13","","","","","63556","133349","446444","","","78.72","65.44","266","130","54","79.7","","","195.32","65.8","","","",""
"2020-04-27","16090","","","","","","","","","","","","","","22.87","","","","","","61137","","","","","","","","","","","","","","","","","",""
"2020-04-28","16125","","","","","","","","","","","","","","","","","","","","58673","","","","","","","","","","","","","","","","","",""
"2020-04-29","16365","","","","","","","","","","","","","","","","","","","","57562","","","","","","","","","","","","","","","","","",""
"2020-04-30","16400","28.48","102.71","","","50.48","80.98","38.23","77.86","2.91","8.59","62.59","4999.768","55438.606","21.82","","4.2","6.18","66.89","98.37","56305","","","39.6","10.44","","","","","","","515.82","67.17","","","225.03","46","112.7","43.5"
"2020-05-01","","","","22.89","16","","","","","","","","","","","","","","","","","120881","453695","","","78.87","65.57","266","130","54","79.7","","","193.64","65.7","","","",""
"2020-05-06","16485","","","","","","","","","","","","","","22.07","","","","","","54721","","","","","","","","","","","","","","","","","",""
"2020-05-07","16680","","","","","","","","","","","","","","","","","","","","52962","","","","","","","","","","","","","","","","","",""
"2020-05-08","16985","","","20","16","","","","","","","","","","22.4","12","","","","","53566","122051","456434","","","78.33","65.12","266","130","55","79.32","","","194.4","67.8","","","",""
"2020-05-11","16830","","","","","","","","","","","","","","22.87","","","","","","53389","","","","","","","","","","","","","","","","","",""
"2020-05-12","16815","","","","","","","","","","","","","","","","","","","","54943","","","","","","","","","","","","","","","","","",""
"2020-05-13","16615","","","","","","","","","","","","","","","","","","","","54915","","","","","","","","","","","","","","","","","",""
"2020-05-14","16430","","","","","","","","","","","","","","","","","","","","55544","","","","","","","","","","","","","","","","","",""
"2020-05-15","16465","","","21.7","15","","","","","","","","","","22.01","13","","","","","54592","116022","455408","","","78.56","65.31","266","130","56","78.95","","","190.55","67.72","","","",""
"2020-05-18","16595","","","","","","","","","","","","","","22.06","","","","","","53838","","","","","","","","","","","","","","","","","",""
"2020-05-19","16750","","","","","","","","","","","","","","","","","","","","53361","","","","","","","","","","","","","","","","","",""
"2020-05-20","16750","","","","","","","","","","","","","","","","","","","","51497","","","","","","","","","","","","","","","","","",""
"2020-05-21","16495","","","","","","","","","","","","","","","","","","","","50190","","","","","","","","","","","","","","","","","",""
"2020-05-22","16395","","","23.7","19","","","","","","","","","","21.58","13","","","","","48812","111289","461188","","","79.35","65.97","266","130","51","80.83","","","191.82","66.72","","","",""
"2020-05-25","16330","","","","","","","","","","","","","","21.56","","","","","","47361","","","","","","","","","","","","","","","","","",""
"2020-05-26","16285","","","","","","","","","","","","","","","","","","","","46213","","","","","","","","","","","","","","","","","",""
