date,close,菜粕：产量：中国（周）,主要油厂：菜粕：库存：中国（周）,菜粕：沿海油厂：提货量：中国（月）,菜粕：颗粒：消费量：南通（周）
"2022-05-05","3799","","","",""
"2022-05-06","3645","0","4.41","","25560"
"2022-05-09","3551","","","",""
"2022-05-10","3611","","","",""
"2022-05-11","3609","","","",""
"2022-05-12","3597","","","",""
"2022-05-13","3685","1.28","4.8","","7440"
"2022-05-16","3761","","","",""
"2022-05-17","3759","","","",""
"2022-05-18","3752","","","",""
"2022-05-19","3730","","","",""
"2022-05-20","3796","0.55","4.26","","48121"
"2022-05-23","3755","","","",""
"2022-05-24","3629","","","",""
"2022-05-25","3664","","","",""
"2022-05-26","3653","","","",""
"2022-05-27","3712","0.46","4.23","","5300"
"2022-05-30","3763","","","",""
"2022-05-31","3781","","","2.22",""
"2022-06-01","3671","","","",""
"2022-06-02","3710","","","",""
"2022-06-03","","1.45","5.25","","10210"
"2022-06-06","3734","","","",""
"2022-06-07","3655","","","",""
"2022-06-08","3767","","","",""
"2022-06-09","3748","","","",""
"2022-06-10","3851","1.68","6.45","","23250"
"2022-06-13","3721","","","",""
"2022-06-14","3687","","","",""
"2022-06-15","3662","","","",""
"2022-06-16","3661","","","",""
"2022-06-17","3744","2.14","6.34","","26500"
"2022-06-20","3648","","","",""
"2022-06-21","3621","","","",""
"2022-06-22","3554","","","",""
"2022-06-23","3425","","","",""
"2022-06-24","3327","1.39","6.09","","20600"
"2022-06-27","3356","","","",""
"2022-06-28","2838","","","",""
"2022-06-29","2815","","","",""
"2022-06-30","2831","","","2.26",""
"2022-07-01","2834","1.97","5.44","","20900"
"2022-07-04","2769","","","",""
"2022-07-05","2767","","","",""
"2022-07-06","2688","","","",""
"2022-07-07","2780","","","",""
"2022-07-08","2823","0.52","4.74","","22800"
"2022-07-11","2880","","","",""
"2022-07-12","2852","","","",""
"2022-07-13","2819","","","",""
"2022-07-14","2839","","","",""
"2022-07-15","2751","0.43","4.9","","18800"
"2022-07-18","2863","","","",""
"2022-07-19","2785","","","",""
"2022-07-20","2703","","","",""
"2022-07-21","2695","","","",""
"2022-07-22","2636","1.24","4.65","","43900"
"2022-07-25","2625","","","",""
"2022-07-26","2683","","","",""
"2022-07-27","2714","","","",""
"2022-07-28","2768","","","",""
"2022-07-29","2752","1.33","3.96","","15200"
"2022-07-31","","","","7.19",""
"2022-08-01","2761","","","",""
"2022-08-02","2721","","","",""
"2022-08-03","2718","","","",""
"2022-08-04","2729","","","",""
"2022-08-05","2852","1.16","4.87","","28200"
"2022-08-08","2811","","","",""
"2022-08-09","2792","","","",""
"2022-08-10","2837","","","",""
"2022-08-11","2845","","","",""
"2022-08-12","2906","2.9","5.2","","25000"
"2022-08-15","2830","","","",""
"2022-08-16","2829","","","",""
"2022-08-17","2827","","","",""
"2022-08-18","2770","","","",""
"2022-08-19","2833","2.09","3.87","","44900"
"2022-08-22","2848","","","",""
"2022-08-23","2980","","","",""
"2022-08-24","3019","","","",""
"2022-08-25","2976","","","",""
"2022-08-26","2910","1.91","3.05","","41100"
"2022-08-29","2894","","","",""
"2022-08-30","2867","","","",""
"2022-08-31","2901","","","8.71",""
"2022-09-01","2887","","","",""
"2022-09-02","2927","0.81","2.66","","25490"
"2022-09-05","2946","","","",""
"2022-09-06","2914","","","",""
"2022-09-07","2953","","","",""
"2022-09-08","2939","","","",""
"2022-09-09","2957","1.58","2.63","","63520"
"2022-09-13","3149","","","",""
"2022-09-14","3132","","","",""
"2022-09-15","3073","","","",""
"2022-09-16","3079","1.78","2.2","","57000"
"2022-09-19","3067","","","",""
"2022-09-20","3044","","","",""
"2022-09-21","3065","","","",""
"2022-09-22","3108","","","",""
"2022-09-23","3085","1.28","1.27","","57500"
"2022-09-26","3053","","","",""
"2022-09-27","3104","","","",""
"2022-09-28","3169","","","",""
"2022-09-30","","1.16","","",""
